incident_id,asset_id,incident_date,severity,downtime_hours,incident_type
INC-000860,AST-00348,2025-07-11,High,5.7,Physical damage
INC-000861,AST-00350,2025-06-20,Medium,0.7,Physical damage
INC-000862,AST-00350,2026-02-10,Medium,0.9,Protection trip
INC-000863,AST-00350,2025-09-02,Low,0.4,Electrical fault
INC-000864,AST-00350,2026-02-16,High,3.9,Physical damage
INC-000865,AST-00351,2024-06-12,Low,0.4,Protection trip
INC-000866,AST-00352,2025-01-15,Low,2.0,Protection trip
INC-000867,AST-00353,2025-07-10,High,8.1,Physical damage
INC-000868,AST-00353,2025-06-25,Critical,10.5,Protection trip
INC-000869,AST-00354,2025-11-17,High,5.6,Electrical fault
INC-000870,AST-00354,2026-03-23,Low,0.9,Protection trip
INC-000871,AST-00354,2024-01-12,Medium,7.7,Inspection finding
INC-000872,AST-00355,2026-05-15,Low,0.9,Inspection finding
INC-000873,AST-00355,2026-07-03,Critical,7.1,Physical damage
INC-000874,AST-00355,2026-02-21,Critical,5.8,Protection trip
INC-000875,AST-00356,2025-07-12,High,9.2,Electrical fault
INC-000876,AST-00356,2025-06-08,Low,0.9,Electrical fault
INC-000877,AST-00356,2026-08-02,High,2.4,Inspection finding
INC-000878,AST-00357,2026-04-23,Critical,6.6,Inspection finding
INC-000879,AST-00357,2025-06-01,Medium,3.5,Physical damage
INC-000880,AST-00357,2025-10-05,Low,1.7,Protection trip
INC-000881,AST-00358,2024-12-29,Low,1.7,Overheating
INC-000882,AST-00358,2024-04-27,Critical,13.1,Protection trip
INC-000883,AST-00359,2026-01-16,Medium,1.6,Electrical fault
INC-000884,AST-00359,2024-01-01,Medium,3.2,Inspection finding
INC-000885,AST-00359,2025-01-13,High,1.8,Physical damage
INC-000886,AST-00359,2025-08-07,Critical,10.3,Inspection finding
INC-000887,AST-00359,2024-07-29,Medium,4.2,Protection trip
INC-000888,AST-00360,2024-12-18,Medium,1.3,Overheating
INC-000889,AST-00360,2026-04-11,High,3.1,Overheating
INC-000890,AST-00361,2026-06-22,Low,1.0,Protection trip
INC-000891,AST-00361,2024-01-31,Low,0.4,Overheating
INC-000892,AST-00361,2024-03-03,Medium,2.6,Protection trip
INC-000893,AST-00361,2025-03-06,High,1.2,Overheating
INC-000894,AST-00362,2025-06-07,High,5.7,Physical damage
INC-000895,AST-00362,2026-08-09,High,10.8,Protection trip
INC-000896,AST-00362,2025-01-18,Medium,2.2,Inspection finding
INC-000897,AST-00363,2025-01-08,Low,1.1,Physical damage
INC-000898,AST-00363,2025-02-27,Low,3.2,Overheating
INC-000899,AST-00363,2025-02-02,Low,0.8,Electrical fault
INC-000900,AST-00363,2024-01-06,High,3.7,Protection trip
INC-000901,AST-00364,2026-06-29,Medium,1.5,Overheating
INC-000902,AST-00365,2026-05-21,Medium,1.5,Physical damage
INC-000903,AST-00365,2025-03-22,Low,4.6,Protection trip
INC-000904,AST-00365,2024-03-28,High,1.6,Overheating
INC-000905,AST-00365,2025-01-14,Low,3.0,Inspection finding
INC-000906,AST-00365,2024-06-29,Medium,4.8,Overheating
INC-000907,AST-00366,2026-02-09,Medium,2.4,Overheating
INC-000908,AST-00367,2025-05-09,High,3.8,Inspection finding
INC-000909,AST-00367,2026-07-03,Low,0.6,Physical damage
INC-000910,AST-00367,2024-05-13,Medium,4.0,Electrical fault
INC-000911,AST-00368,2024-04-06,Medium,1.8,Electrical fault
INC-000912,AST-00368,2025-09-13,Medium,1.7,Inspection finding
INC-000913,AST-00369,2024-04-01,Low,3.4,Physical damage
INC-000914,AST-00369,2026-08-08,Low,0.4,Overheating
INC-000915,AST-00370,2025-02-24,Medium,0.9,Physical damage
INC-000916,AST-00371,2024-12-29,Low,0.8,Electrical fault
INC-000917,AST-00371,2024-02-23,Low,1.9,Inspection finding
INC-000918,AST-00371,2025-05-16,Low,3.9,Physical damage
INC-000919,AST-00372,2025-09-06,Low,3.0,Physical damage
INC-000920,AST-00372,2024-03-09,Low,1.1,Electrical fault
INC-000921,AST-00372,2025-02-11,Low,3.0,Physical damage
INC-000922,AST-00373,2024-12-14,High,2.1,Protection trip
INC-000923,AST-00374,2026-07-12,Critical,9.3,Overheating
INC-000924,AST-00374,2025-01-19,Medium,5.0,Overheating
INC-000925,AST-00375,2025-10-10,Medium,0.6,Physical damage
INC-000926,AST-00375,2024-08-07,Medium,10.3,Electrical fault
INC-000927,AST-00376,2025-08-20,Medium,2.5,Protection trip
INC-000928,AST-00376,2026-02-17,Medium,2.9,Electrical fault
INC-000929,AST-00376,2026-08-31,Medium,2.7,Protection trip
INC-000930,AST-00377,2025-05-04,High,3.0,Electrical fault
INC-000931,AST-00377,2026-03-16,Low,1.2,Protection trip
INC-000932,AST-00378,2024-11-13,Medium,3.1,Overheating
INC-000933,AST-00378,2024-10-14,Low,2.4,Protection trip
INC-000934,AST-00378,2024-05-10,Medium,3.1,Overheating
INC-000935,AST-00379,2025-09-03,High,1.1,Protection trip
INC-000936,AST-00379,2025-11-14,Medium,0.6,Physical damage
INC-000937,AST-00379,2025-08-28,Medium,0.9,Electrical fault
INC-000938,AST-00380,2025-08-29,Low,1.7,Inspection finding
INC-000939,AST-00381,2025-11-06,High,2.8,Physical damage
INC-000940,AST-00382,2025-05-13,Medium,1.0,Inspection finding
INC-000941,AST-00382,2026-03-31,Medium,0.9,Electrical fault
INC-000942,AST-00383,2025-02-10,Medium,0.6,Overheating
INC-000943,AST-00383,2026-03-01,Medium,0.4,Electrical fault
INC-000944,AST-00383,2025-12-31,Low,1.6,Physical damage
INC-000945,AST-00383,2025-09-26,High,1.7,Electrical fault
INC-000946,AST-00383,2025-03-24,Medium,1.8,Inspection finding
INC-000947,AST-00383,2024-01-06,Critical,11.9,Overheating
INC-000948,AST-00383,2026-05-17,Medium,1.1,Overheating
INC-000949,AST-00383,2024-10-20,Medium,0.9,Inspection finding
INC-000950,AST-00384,2025-11-10,Medium,2.9,Inspection finding
INC-000951,AST-00384,2024-07-06,Low,1.1,Protection trip
INC-000952,AST-00385,2026-03-18,Low,1.1,Inspection finding
INC-000953,AST-00385,2024-05-17,Critical,4.7,Physical damage
INC-000954,AST-00386,2025-04-11,Low,3.2,Overheating
INC-000955,AST-00386,2024-08-19,Medium,3.0,Protection trip
INC-000956,AST-00387,2024-01-07,Critical,2.1,Overheating
INC-000957,AST-00387,2025-08-18,Low,0.8,Physical damage
INC-000958,AST-00387,2024-04-20,Medium,2.8,Electrical fault
INC-000959,AST-00388,2026-01-22,Low,1.5,Physical damage
INC-000960,AST-00388,2024-06-13,Medium,1.6,Electrical fault
INC-000961,AST-00388,2025-02-18,Low,0.6,Inspection finding
INC-000962,AST-00388,2024-09-17,High,5.1,Overheating
INC-000963,AST-00389,2024-05-12,Low,0.6,Overheating
INC-000964,AST-00389,2026-02-10,Low,0.4,Inspection finding
INC-000965,AST-00389,2024-03-08,Low,0.4,Protection trip
INC-000966,AST-00389,2025-08-25,High,3.5,Inspection finding
INC-000967,AST-00390,2025-05-03,Medium,2.5,Electrical fault
INC-000968,AST-00390,2025-10-17,High,8.0,Electrical fault
INC-000969,AST-00390,2025-08-30,High,5.1,Inspection finding
INC-000970,AST-00390,2024-10-24,High,4.2,Physical damage
INC-000971,AST-00390,2025-08-11,Low,0.7,Electrical fault
INC-000972,AST-00391,2024-04-28,Medium,5.8,Protection trip
INC-000973,AST-00392,2026-05-28,Critical,8.5,Inspection finding
INC-000974,AST-00393,2026-01-04,Medium,2.0,Protection trip
INC-000975,AST-00393,2025-12-04,Low,0.4,Overheating
INC-000976,AST-00393,2024-10-03,Low,0.4,Protection trip
INC-000977,AST-00393,2026-06-12,Medium,1.5,Protection trip
INC-000978,AST-00393,2024-12-14,Low,0.9,Physical damage
INC-000979,AST-00393,2025-03-16,High,1.4,Inspection finding
INC-000980,AST-00394,2026-04-27,High,2.0,Overheating
INC-000981,AST-00394,2024-02-22,Low,2.7,Electrical fault
INC-000982,AST-00394,2024-09-25,Medium,1.4,Protection trip
INC-000983,AST-00395,2024-05-06,Medium,2.2,Inspection finding
INC-000984,AST-00395,2024-11-03,Low,1.7,Inspection finding
INC-000985,AST-00395,2026-08-31,Low,1.6,Physical damage
INC-000986,AST-00396,2024-03-18,Medium,0.5,Physical damage
INC-000987,AST-00397,2025-03-19,Low,1.7,Physical damage
INC-000988,AST-00397,2025-07-05,Low,0.6,Inspection finding
INC-000989,AST-00397,2024-06-28,High,11.2,Physical damage
INC-000990,AST-00398,2024-01-03,Low,1.8,Overheating
INC-000991,AST-00399,2024-11-18,High,8.4,Inspection finding
INC-000992,AST-00399,2026-01-09,Medium,4.9,Physical damage
INC-000993,AST-00400,2024-06-07,High,0.6,Electrical fault
INC-000994,AST-00400,2026-01-01,High,8.5,Protection trip
INC-000995,AST-00400,2026-08-30,Critical,13.2,Overheating
INC-000996,AST-00400,2024-07-16,Medium,4.1,Electrical fault
INC-000997,AST-00400,2026-06-24,Low,2.5,Electrical fault
INC-000998,AST-00403,2025-09-22,Medium,3.0,Overheating
INC-000999,AST-00403,2024-01-02,High,13.0,Physical damage
INC-001000,AST-00403,2025-09-02,Medium,1.3,Electrical fault
INC-001001,AST-00403,2025-03-18,Low,5.2,Overheating
INC-001002,AST-00403,2024-01-06,Low,2.9,Electrical fault
INC-001003,AST-00403,2025-11-14,Medium,2.4,Inspection finding
INC-001004,AST-00406,2026-08-23,Low,0.4,Electrical fault
INC-001005,AST-00406,2025-10-18,Low,1.2,Physical damage
INC-001006,AST-00406,2026-01-13,Medium,1.0,Inspection finding
INC-001007,AST-00406,2024-12-21,High,1.8,Protection trip
INC-001008,AST-00406,2024-03-06,High,5.2,Protection trip
INC-001009,AST-00406,2025-06-21,Critical,16.2,Overheating
INC-001010,AST-00406,2024-06-08,Medium,5.9,Inspection finding
INC-001011,AST-00406,2025-01-07,Low,0.5,Overheating
INC-001012,AST-00407,2026-04-17,Medium,8.6,Inspection finding
INC-001013,AST-00409,2026-07-05,Low,2.5,Electrical fault
INC-001014,AST-00409,2026-06-06,Critical,13.1,Overheating
INC-001015,AST-00409,2025-11-21,Low,2.3,Physical damage
INC-001016,AST-00409,2024-08-11,Medium,2.1,Overheating
INC-001017,AST-00409,2024-11-02,Low,0.7,Protection trip
INC-001018,AST-00410,2026-05-12,High,1.4,Protection trip
INC-001019,AST-00411,2025-12-21,Low,2.2,Overheating
INC-001020,AST-00411,2025-07-09,Medium,2.6,Protection trip
INC-001021,AST-00411,2026-06-16,Medium,1.3,Physical damage
INC-001022,AST-00412,2024-02-18,Medium,2.2,Electrical fault
INC-001023,AST-00412,2024-07-18,Medium,1.1,Physical damage
INC-001024,AST-00413,2025-01-22,High,3.7,Physical damage
INC-001025,AST-00413,2026-02-10,Low,3.8,Overheating
INC-001026,AST-00413,2026-07-21,Low,0.4,Overheating
INC-001027,AST-00414,2025-03-07,Medium,3.7,Protection trip
INC-001028,AST-00414,2025-04-16,Medium,6.2,Protection trip
INC-001029,AST-00415,2024-10-05,Medium,0.5,Electrical fault
INC-001030,AST-00417,2024-01-24,High,1.6,Electrical fault
INC-001031,AST-00417,2024-06-04,Low,2.5,Inspection finding
INC-001032,AST-00417,2024-08-31,Medium,3.7,Inspection finding
INC-001033,AST-00418,2024-12-28,High,6.3,Physical damage
INC-001034,AST-00418,2025-10-10,Medium,0.4,Protection trip
INC-001035,AST-00418,2025-02-08,Low,2.1,Electrical fault
INC-001036,AST-00419,2024-05-18,Low,3.1,Electrical fault
INC-001037,AST-00419,2025-12-01,Low,7.6,Inspection finding
INC-001038,AST-00419,2025-09-07,Low,0.9,Electrical fault
INC-001039,AST-00421,2024-01-16,High,9.1,Inspection finding
INC-001040,AST-00422,2026-08-21,Medium,1.5,Electrical fault
INC-001041,AST-00422,2024-05-18,Critical,3.6,Overheating
INC-001042,AST-00423,2024-10-02,Medium,2.0,Physical damage
INC-001043,AST-00423,2025-12-31,High,6.2,Inspection finding
INC-001044,AST-00424,2024-05-01,Low,1.5,Physical damage
INC-001045,AST-00424,2024-12-12,Medium,3.3,Physical damage
INC-001046,AST-00424,2025-01-28,Critical,15.0,Inspection finding
INC-001047,AST-00426,2025-12-26,Low,0.4,Inspection finding
INC-001048,AST-00426,2026-08-22,High,3.3,Overheating
INC-001049,AST-00428,2024-10-23,Low,4.9,Inspection finding
INC-001050,AST-00429,2025-06-28,Critical,3.5,Electrical fault
INC-001051,AST-00429,2025-02-17,Low,0.7,Physical damage
INC-001052,AST-00430,2024-08-03,Medium,12.4,Inspection finding
INC-001053,AST-00430,2024-06-16,Low,4.9,Electrical fault
INC-001054,AST-00430,2024-12-16,Low,0.8,Physical damage
INC-001055,AST-00430,2025-11-21,Critical,0.4,Electrical fault
INC-001056,AST-00431,2024-03-20,High,0.4,Inspection finding
INC-001057,AST-00431,2025-07-24,Medium,0.8,Protection trip
INC-001058,AST-00431,2025-07-02,Low,0.9,Physical damage
INC-001059,AST-00432,2024-08-07,Low,0.7,Overheating
INC-001060,AST-00435,2024-11-29,Low,0.8,Physical damage
INC-001061,AST-00435,2025-08-08,Medium,4.8,Inspection finding
INC-001062,AST-00435,2024-12-15,Low,1.9,Inspection finding
INC-001063,AST-00435,2026-03-29,Low,2.5,Electrical fault
INC-001064,AST-00436,2025-04-23,Medium,5.0,Physical damage
INC-001065,AST-00436,2025-12-15,Low,0.4,Electrical fault
INC-001066,AST-00437,2025-09-06,Low,3.0,Physical damage
INC-001067,AST-00437,2026-02-06,High,10.1,Electrical fault
INC-001068,AST-00437,2025-10-19,Medium,3.2,Inspection finding
INC-001069,AST-00437,2026-01-23,High,7.9,Inspection finding
INC-001070,AST-00438,2026-03-03,Medium,1.8,Protection trip
INC-001071,AST-00438,2024-04-16,Medium,3.8,Protection trip
INC-001072,AST-00438,2024-03-09,Low,0.8,Protection trip
INC-001073,AST-00439,2025-08-03,Low,2.1,Inspection finding
INC-001074,AST-00441,2024-07-19,Medium,0.5,Inspection finding
INC-001075,AST-00442,2025-02-12,High,4.2,Electrical fault
INC-001076,AST-00442,2025-01-10,Medium,2.0,Physical damage
INC-001077,AST-00442,2026-06-27,Low,0.8,Electrical fault
INC-001078,AST-00442,2024-05-28,Low,0.4,Protection trip
INC-001079,AST-00443,2026-04-26,Critical,21.3,Inspection finding
INC-001080,AST-00443,2026-02-11,High,6.5,Physical damage
INC-001081,AST-00443,2024-03-22,Medium,1.2,Overheating
INC-001082,AST-00443,2026-03-18,Low,1.6,Protection trip
INC-001083,AST-00445,2024-10-13,Low,1.8,Overheating
INC-001084,AST-00445,2025-07-30,Medium,1.3,Electrical fault
INC-001085,AST-00445,2025-06-02,Medium,2.7,Electrical fault
INC-001086,AST-00445,2025-10-20,Medium,1.1,Electrical fault
INC-001087,AST-00446,2026-01-10,Medium,4.8,Physical damage
INC-001088,AST-00446,2026-08-11,Low,1.2,Inspection finding
INC-001089,AST-00446,2024-02-10,Low,0.7,Overheating
INC-001090,AST-00446,2026-03-06,Low,0.5,Physical damage
INC-001091,AST-00446,2025-11-01,Low,2.4,Inspection finding
INC-001092,AST-00446,2026-07-11,Critical,3.6,Electrical fault
INC-001093,AST-00447,2024-08-17,Medium,3.2,Protection trip
INC-001094,AST-00447,2024-03-04,Low,3.9,Overheating
INC-001095,AST-00447,2024-03-12,Medium,2.3,Physical damage
INC-001096,AST-00448,2024-05-21,Low,1.0,Protection trip
INC-001097,AST-00448,2024-09-09,Low,1.2,Electrical fault
INC-001098,AST-00448,2026-02-26,High,3.7,Physical damage
INC-001099,AST-00449,2024-05-09,Critical,15.6,Overheating
INC-001100,AST-00449,2024-08-22,High,2.6,Electrical fault
INC-001101,AST-00449,2026-06-05,Medium,0.4,Protection trip
INC-001102,AST-00449,2026-02-18,Medium,2.5,Physical damage
INC-001103,AST-00449,2024-08-18,Low,0.6,Inspection finding
INC-001104,AST-00449,2025-02-15,Medium,2.8,Inspection finding
INC-001105,AST-00450,2025-08-06,Medium,4.9,Protection trip
INC-001106,AST-00450,2026-03-30,Low,1.4,Inspection finding
INC-001107,AST-00451,2025-10-12,High,3.5,Overheating
INC-001108,AST-00451,2026-08-06,Low,0.7,Inspection finding
INC-001109,AST-00451,2025-05-04,Medium,2.3,Overheating
INC-001110,AST-00452,2026-04-18,Critical,13.5,Overheating
INC-001111,AST-00452,2025-04-17,Medium,0.4,Physical damage
INC-001112,AST-00452,2026-07-13,Low,1.2,Overheating
INC-001113,AST-00452,2026-07-04,Low,2.5,Physical damage
INC-001114,AST-00452,2024-05-23,Critical,2.5,Physical damage
INC-001115,AST-00452,2026-02-17,Critical,4.5,Physical damage
INC-001116,AST-00453,2026-06-13,Medium,1.7,Physical damage
INC-001117,AST-00453,2025-09-12,Critical,13.1,Physical damage
INC-001118,AST-00454,2026-01-03,Low,0.7,Protection trip
INC-001119,AST-00454,2026-01-27,Medium,3.0,Physical damage
INC-001120,AST-00454,2024-05-26,Critical,4.1,Inspection finding
INC-001121,AST-00455,2024-08-21,Medium,2.6,Electrical fault
INC-001122,AST-00455,2024-06-19,Critical,12.5,Inspection finding
INC-001123,AST-00455,2024-12-25,Medium,1.8,Inspection finding
INC-001124,AST-00455,2025-12-31,Low,1.2,Inspection finding
INC-001125,AST-00455,2026-02-23,Low,0.8,Inspection finding
INC-001126,AST-00455,2024-12-28,Low,0.4,Electrical fault
INC-001127,AST-00455,2024-05-26,High,12.3,Protection trip
INC-001128,AST-00455,2024-01-24,Low,3.4,Electrical fault
INC-001129,AST-00456,2025-11-17,High,6.1,Protection trip
INC-001130,AST-00457,2024-06-05,Low,0.4,Protection trip
INC-001131,AST-00457,2025-04-03,Low,1.0,Protection trip
INC-001132,AST-00458,2024-09-16,Medium,1.7,Protection trip
INC-001133,AST-00458,2026-01-30,Medium,0.4,Physical damage
INC-001134,AST-00458,2024-08-24,Medium,4.2,Electrical fault
INC-001135,AST-00458,2026-02-21,Medium,2.7,Inspection finding
INC-001136,AST-00459,2026-07-29,High,1.0,Physical damage
INC-001137,AST-00459,2026-01-29,Critical,10.2,Overheating
INC-001138,AST-00459,2025-03-28,Medium,6.4,Overheating
INC-001139,AST-00459,2024-09-16,Medium,1.6,Physical damage
INC-001140,AST-00459,2024-03-28,High,1.3,Physical damage
INC-001141,AST-00460,2025-09-29,Critical,8.6,Inspection finding
INC-001142,AST-00460,2026-05-31,Medium,3.4,Inspection finding
INC-001143,AST-00461,2024-08-02,Critical,1.7,Electrical fault
INC-001144,AST-00461,2024-11-30,Medium,4.2,Overheating
INC-001145,AST-00462,2026-06-09,High,10.1,Inspection finding
INC-001146,AST-00463,2026-03-20,Low,2.0,Overheating
INC-001147,AST-00463,2026-03-26,Low,0.7,Protection trip
INC-001148,AST-00464,2024-06-02,Low,1.6,Protection trip
INC-001149,AST-00464,2024-10-28,High,4.4,Inspection finding
INC-001150,AST-00464,2025-04-22,Critical,2.1,Protection trip
INC-001151,AST-00464,2026-03-21,Low,0.4,Inspection finding
INC-001152,AST-00464,2026-02-07,High,3.3,Inspection finding
INC-001153,AST-00465,2024-07-26,Low,1.9,Protection trip
INC-001154,AST-00465,2025-11-23,Low,0.9,Overheating
INC-001155,AST-00465,2025-10-10,Low,1.6,Overheating
INC-001156,AST-00466,2026-03-07,Low,1.5,Inspection finding
INC-001157,AST-00467,2024-10-30,Medium,4.1,Inspection finding
INC-001158,AST-00467,2026-07-24,Low,2.7,Inspection finding
INC-001159,AST-00467,2024-10-27,Low,2.9,Electrical fault
INC-001160,AST-00469,2024-06-12,Low,1.3,Overheating
INC-001161,AST-00470,2024-01-08,Low,1.2,Protection trip
INC-001162,AST-00470,2024-05-02,Medium,1.1,Inspection finding
INC-001163,AST-00470,2026-04-25,High,3.2,Overheating
INC-001164,AST-00471,2024-04-13,Medium,1.9,Physical damage
INC-001165,AST-00471,2026-02-22,High,2.6,Physical damage
INC-001166,AST-00472,2026-08-15,Low,1.6,Electrical fault
INC-001167,AST-00474,2024-01-17,High,1.7,Protection trip
INC-001168,AST-00474,2024-08-26,Low,1.0,Protection trip
INC-001169,AST-00475,2025-06-05,High,2.7,Physical damage
INC-001170,AST-00476,2026-03-16,Low,2.0,Inspection finding
INC-001171,AST-00477,2024-08-13,High,4.2,Protection trip
INC-001172,AST-00477,2026-03-15,Low,1.2,Electrical fault
INC-001173,AST-00477,2026-05-17,Low,1.7,Overheating
INC-001174,AST-00477,2026-07-18,Medium,5.8,Overheating
INC-001175,AST-00478,2024-04-22,Critical,1.7,Physical damage
INC-001176,AST-00480,2025-02-03,High,2.7,Inspection finding
INC-001177,AST-00480,2024-01-05,High,1.0,Inspection finding
INC-001178,AST-00481,2024-02-22,Low,4.6,Electrical fault
INC-001179,AST-00481,2024-08-02,Critical,4.8,Protection trip
INC-001180,AST-00483,2026-06-08,Low,1.3,Protection trip
INC-001181,AST-00485,2026-08-22,Medium,0.7,Inspection finding
INC-001182,AST-00485,2025-03-18,Low,2.3,Inspection finding
INC-001183,AST-00487,2025-09-11,Low,0.4,Inspection finding
INC-001184,AST-00487,2026-08-03,High,0.7,Electrical fault
INC-001185,AST-00488,2024-12-23,Low,1.2,Electrical fault
INC-001186,AST-00489,2024-11-23,Medium,3.8,Inspection finding
INC-001187,AST-00489,2024-09-01,High,2.2,Electrical fault
INC-001188,AST-00489,2025-05-31,Low,1.6,Electrical fault
INC-001189,AST-00489,2025-09-25,Low,0.4,Physical damage
INC-001190,AST-00489,2025-09-16,Low,0.4,Physical damage
INC-001191,AST-00490,2024-01-08,High,4.3,Electrical fault
INC-001192,AST-00490,2025-11-19,Low,1.9,Protection trip
INC-001193,AST-00490,2026-02-13,Low,0.7,Overheating
INC-001194,AST-00491,2024-11-08,Low,2.2,Protection trip
INC-001195,AST-00491,2025-05-24,High,3.1,Inspection finding
INC-001196,AST-00491,2024-12-07,Medium,2.6,Protection trip
INC-001197,AST-00492,2024-10-30,High,3.3,Electrical fault
INC-001198,AST-00492,2025-02-01,Low,1.3,Electrical fault
INC-001199,AST-00493,2024-03-02,High,5.4,Overheating
INC-001200,AST-00493,2025-08-17,High,5.3,Inspection finding
INC-001201,AST-00494,2025-01-26,High,5.8,Overheating
INC-001202,AST-00494,2025-03-14,Low,1.0,Overheating
INC-001203,AST-00494,2024-02-05,High,6.0,Inspection finding
INC-001204,AST-00495,2024-11-17,Medium,4.3,Protection trip
INC-001205,AST-00495,2024-07-17,Critical,11.1,Electrical fault
INC-001206,AST-00495,2025-06-04,Medium,3.6,Inspection finding
INC-001207,AST-00496,2025-12-22,Low,0.9,Physical damage
INC-001208,AST-00497,2025-05-31,Medium,2.8,Electrical fault
INC-001209,AST-00497,2025-01-31,Low,2.6,Electrical fault
INC-001210,AST-00497,2026-07-29,Medium,5.9,Electrical fault
INC-001211,AST-00497,2024-03-04,Medium,4.8,Protection trip
INC-001212,AST-00497,2026-02-18,Low,1.2,Physical damage
INC-001213,AST-00497,2024-01-09,High,5.9,Overheating
INC-001214,AST-00497,2024-01-09,Low,2.1,Protection trip
INC-001215,AST-00498,2025-02-08,High,1.3,Physical damage
INC-001216,AST-00498,2024-10-07,Low,3.1,Overheating
INC-001217,AST-00500,2024-06-02,Low,0.5,Overheating
INC-001218,AST-00501,2024-03-15,Low,1.9,Inspection finding
INC-001219,AST-00501,2024-12-26,Medium,3.5,Electrical fault
INC-001220,AST-00501,2025-08-31,Low,0.6,Physical damage
INC-001221,AST-00502,2025-07-16,High,11.9,Physical damage
INC-001222,AST-00503,2026-04-05,High,9.1,Physical damage
INC-001223,AST-00503,2024-10-01,Critical,19.5,Overheating
INC-001224,AST-00504,2025-03-20,Low,1.2,Electrical fault
INC-001225,AST-00504,2026-05-08,Low,2.6,Protection trip
INC-001226,AST-00504,2024-03-24,High,3.5,Inspection finding
INC-001227,AST-00505,2024-11-09,Low,2.0,Protection trip
INC-001228,AST-00506,2024-02-05,Medium,1.1,Electrical fault
INC-001229,AST-00506,2026-04-05,High,13.4,Electrical fault
INC-001230,AST-00507,2026-04-30,Medium,3.5,Overheating
INC-001231,AST-00507,2024-12-23,Medium,3.8,Physical damage
INC-001232,AST-00507,2025-08-25,Medium,3.4,Inspection finding
INC-001233,AST-00507,2024-02-07,Medium,4.2,Electrical fault
INC-001234,AST-00508,2024-12-15,Critical,1.8,Inspection finding
INC-001235,AST-00508,2024-09-15,Medium,3.0,Electrical fault
INC-001236,AST-00509,2024-08-01,Medium,1.9,Protection trip
INC-001237,AST-00509,2024-12-24,Medium,3.1,Overheating
INC-001238,AST-00509,2024-09-19,Medium,4.1,Physical damage
INC-001239,AST-00509,2024-04-05,Low,1.6,Electrical fault
INC-001240,AST-00510,2024-08-01,Low,0.5,Physical damage
INC-001241,AST-00511,2025-05-18,Low,2.1,Inspection finding
INC-001242,AST-00511,2025-10-08,Low,0.9,Overheating
INC-001243,AST-00511,2025-11-29,Low,0.4,Electrical fault
INC-001244,AST-00512,2025-08-20,Low,2.5,Physical damage
INC-001245,AST-00513,2024-09-29,High,8.4,Physical damage
INC-001246,AST-00513,2024-07-17,Low,0.4,Electrical fault
INC-001247,AST-00513,2024-05-18,Low,0.6,Protection trip
INC-001248,AST-00513,2024-06-11,Low,0.7,Overheating
INC-001249,AST-00513,2024-01-16,Low,2.7,Physical damage
INC-001250,AST-00513,2026-07-16,High,4.7,Electrical fault
INC-001251,AST-00514,2026-07-29,High,0.4,Electrical fault
INC-001252,AST-00514,2025-01-07,High,2.9,Electrical fault
INC-001253,AST-00515,2024-04-02,Medium,3.9,Inspection finding
INC-001254,AST-00515,2024-08-07,High,7.9,Inspection finding
INC-001255,AST-00516,2024-08-17,Low,3.9,Electrical fault
INC-001256,AST-00516,2026-04-19,High,3.6,Overheating
INC-001257,AST-00516,2024-04-05,High,4.2,Physical damage
INC-001258,AST-00516,2025-09-14,Medium,1.7,Inspection finding
INC-001259,AST-00517,2025-08-18,Low,3.7,Overheating
INC-001260,AST-00517,2024-07-04,Low,1.0,Physical damage
INC-001261,AST-00518,2026-01-26,Low,1.6,Inspection finding
INC-001262,AST-00518,2025-01-01,Medium,2.8,Physical damage
INC-001263,AST-00519,2026-06-18,Low,1.1,Physical damage
INC-001264,AST-00519,2025-12-13,High,6.2,Overheating
INC-001265,AST-00519,2024-02-16,Medium,1.8,Inspection finding
INC-001266,AST-00522,2024-01-28,Low,2.7,Physical damage
INC-001267,AST-00522,2024-06-10,Low,0.9,Inspection finding
INC-001268,AST-00523,2025-04-21,High,3.6,Electrical fault
INC-001269,AST-00524,2026-06-12,Low,0.7,Physical damage
INC-001270,AST-00525,2025-08-31,Low,2.2,Electrical fault
INC-001271,AST-00525,2024-06-15,Medium,1.2,Inspection finding
INC-001272,AST-00526,2025-06-10,Medium,5.4,Electrical fault
INC-001273,AST-00527,2024-01-02,Low,2.6,Electrical fault
INC-001274,AST-00528,2025-08-15,Low,2.3,Protection trip
INC-001275,AST-00528,2026-07-11,Medium,1.1,Inspection finding
INC-001276,AST-00530,2025-10-08,Low,1.9,Overheating
INC-001277,AST-00530,2026-06-08,Medium,2.9,Protection trip
INC-001278,AST-00530,2026-03-14,Low,2.1,Protection trip
INC-001279,AST-00530,2025-09-18,Critical,1.0,Overheating
INC-001280,AST-00531,2024-05-30,Medium,1.2,Physical damage
INC-001281,AST-00531,2026-03-23,Medium,2.6,Inspection finding
INC-001282,AST-00532,2025-12-13,Medium,2.7,Overheating
INC-001283,AST-00532,2025-09-28,Medium,7.9,Inspection finding
INC-001284,AST-00532,2025-07-16,Medium,0.5,Electrical fault
INC-001285,AST-00533,2024-03-21,Low,3.2,Electrical fault
INC-001286,AST-00533,2024-06-06,High,5.1,Overheating
INC-001287,AST-00533,2026-05-18,High,5.7,Protection trip
INC-001288,AST-00533,2025-10-30,Medium,2.3,Physical damage
INC-001289,AST-00534,2026-02-28,Medium,2.6,Overheating
