asset_id,inspection_date,condition_score,condition_band
AST-00472,2024-12-26,97.8,Good
AST-00472,2025-03-26,92.2,Good
AST-00472,2025-06-24,100.0,Good
AST-00472,2025-09-22,99.8,Good
AST-00472,2025-12-21,98.4,Good
AST-00472,2026-03-21,92.9,Good
AST-00472,2026-06-19,87.0,Good
AST-00473,2024-01-01,84.7,Good
AST-00473,2024-03-31,85.9,Good
AST-00473,2024-06-29,80.2,Good
AST-00473,2024-09-27,83.6,Good
AST-00473,2024-12-26,84.6,Good
AST-00473,2025-03-26,84.4,Good
AST-00473,2025-06-24,84.4,Good
AST-00473,2025-09-22,81.0,Good
AST-00473,2025-12-21,82.2,Good
AST-00473,2026-03-21,81.5,Good
AST-00473,2026-06-19,85.8,Good
AST-00474,2024-01-01,95.0,Good
AST-00474,2024-03-31,97.7,Good
AST-00474,2024-06-29,99.8,Good
AST-00474,2024-09-27,93.3,Good
AST-00474,2024-12-26,93.9,Good
AST-00474,2025-03-26,100.0,Good
AST-00474,2025-06-24,93.6,Good
AST-00474,2025-09-22,92.8,Good
AST-00474,2025-12-21,88.3,Good
AST-00474,2026-03-21,96.7,Good
AST-00474,2026-06-19,88.2,Good
AST-00475,2024-01-01,86.4,Good
AST-00475,2024-03-31,87.1,Good
AST-00475,2024-06-29,88.1,Good
AST-00475,2024-09-27,83.6,Good
AST-00475,2024-12-26,85.2,Good
AST-00475,2025-03-26,82.3,Good
AST-00475,2025-06-24,85.9,Good
AST-00475,2025-09-22,80.1,Good
AST-00475,2025-12-21,84.3,Good
AST-00475,2026-03-21,85.3,Good
AST-00475,2026-06-19,76.6,Good
AST-00476,2024-01-01,59.9,Poor
AST-00476,2024-03-31,65.0,Fair
AST-00476,2024-06-29,64.1,Fair
AST-00476,2024-09-27,54.2,Poor
AST-00476,2024-12-26,59.1,Poor
AST-00476,2025-03-26,54.7,Poor
AST-00476,2025-06-24,61.7,Fair
AST-00476,2025-09-22,60.3,Fair
AST-00476,2025-12-21,52.6,Poor
AST-00476,2026-03-21,61.1,Fair
AST-00476,2026-06-19,54.7,Poor
AST-00477,2024-01-01,60.8,Fair
AST-00477,2024-03-31,64.2,Fair
AST-00477,2024-06-29,65.2,Fair
AST-00477,2024-09-27,60.6,Fair
AST-00477,2024-12-26,68.3,Fair
AST-00477,2025-03-26,50.9,Poor
AST-00477,2025-06-24,59.4,Poor
AST-00477,2025-09-22,59.7,Poor
AST-00477,2025-12-21,49.7,Poor
AST-00477,2026-03-21,52.1,Poor
AST-00477,2026-06-19,52.7,Poor
AST-00478,2024-01-01,92.6,Good
AST-00478,2024-03-31,88.5,Good
AST-00478,2024-06-29,99.6,Good
AST-00478,2024-09-27,94.4,Good
AST-00478,2024-12-26,99.4,Good
AST-00478,2025-03-26,90.7,Good
AST-00478,2025-06-24,98.3,Good
AST-00478,2025-09-22,91.8,Good
AST-00478,2025-12-21,98.2,Good
AST-00478,2026-03-21,88.4,Good
AST-00478,2026-06-19,85.1,Good
AST-00479,2024-01-01,94.7,Good
AST-00479,2024-03-31,95.2,Good
AST-00479,2024-06-29,94.1,Good
AST-00479,2024-09-27,96.5,Good
AST-00479,2024-12-26,89.6,Good
AST-00479,2025-03-26,93.4,Good
AST-00479,2025-06-24,96.7,Good
AST-00479,2025-09-22,86.7,Good
AST-00479,2025-12-21,89.3,Good
AST-00479,2026-03-21,90.9,Good
AST-00479,2026-06-19,91.5,Good
AST-00480,2024-01-01,92.0,Good
AST-00480,2024-03-31,89.1,Good
AST-00480,2024-06-29,89.8,Good
AST-00480,2024-09-27,82.6,Good
AST-00480,2024-12-26,82.4,Good
AST-00480,2025-03-26,84.6,Good
AST-00480,2025-06-24,80.1,Good
AST-00480,2025-09-22,84.8,Good
AST-00480,2025-12-21,80.4,Good
AST-00480,2026-03-21,81.2,Good
AST-00480,2026-06-19,82.1,Good
AST-00481,2024-01-01,87.7,Good
AST-00481,2024-03-31,80.1,Good
AST-00481,2024-06-29,81.4,Good
AST-00481,2024-09-27,80.3,Good
AST-00481,2024-12-26,80.2,Good
AST-00481,2025-03-26,77.0,Good
AST-00481,2025-06-24,76.4,Good
AST-00481,2025-09-22,74.3,Fair
AST-00481,2025-12-21,73.4,Fair
AST-00481,2026-03-21,76.7,Good
AST-00481,2026-06-19,76.4,Good
AST-00482,2024-01-01,65.7,Fair
AST-00482,2024-03-31,72.7,Fair
AST-00482,2024-06-29,66.5,Fair
AST-00482,2024-09-27,65.4,Fair
AST-00482,2024-12-26,63.9,Fair
AST-00482,2025-03-26,68.0,Fair
AST-00482,2025-06-24,66.4,Fair
AST-00482,2025-09-22,68.3,Fair
AST-00482,2025-12-21,63.0,Fair
AST-00482,2026-03-21,61.1,Fair
AST-00482,2026-06-19,65.7,Fair
AST-00483,2024-01-01,91.8,Good
AST-00483,2024-03-31,92.2,Good
AST-00483,2024-06-29,84.0,Good
AST-00483,2024-09-27,95.3,Good
AST-00483,2024-12-26,93.1,Good
AST-00483,2025-03-26,85.5,Good
AST-00483,2025-06-24,84.9,Good
AST-00483,2025-09-22,85.3,Good
AST-00483,2025-12-21,85.5,Good
AST-00483,2026-03-21,83.5,Good
AST-00483,2026-06-19,83.5,Good
AST-00484,2024-01-01,82.4,Good
AST-00484,2024-03-31,85.1,Good
AST-00484,2024-06-29,86.1,Good
AST-00484,2024-09-27,82.9,Good
AST-00484,2024-12-26,79.4,Good
AST-00484,2025-03-26,80.5,Good
AST-00484,2025-06-24,85.1,Good
AST-00484,2025-09-22,77.9,Good
AST-00484,2025-12-21,81.2,Good
AST-00484,2026-03-21,76.8,Good
AST-00484,2026-06-19,73.1,Fair
AST-00485,2024-01-01,85.0,Good
AST-00485,2024-03-31,85.0,Good
AST-00485,2024-06-29,86.5,Good
AST-00485,2024-09-27,84.5,Good
AST-00485,2024-12-26,87.0,Good
AST-00485,2025-03-26,82.9,Good
AST-00485,2025-06-24,76.7,Good
AST-00485,2025-09-22,73.9,Fair
AST-00485,2025-12-21,71.7,Fair
AST-00485,2026-03-21,69.3,Fair
AST-00485,2026-06-19,75.3,Good
AST-00486,2024-01-01,81.4,Good
AST-00486,2024-03-31,81.0,Good
AST-00486,2024-06-29,84.3,Good
AST-00486,2024-09-27,84.4,Good
AST-00486,2024-12-26,74.1,Fair
AST-00486,2025-03-26,80.0,Good
AST-00486,2025-06-24,75.6,Good
AST-00486,2025-09-22,79.5,Good
AST-00486,2025-12-21,75.4,Good
AST-00486,2026-03-21,79.2,Good
AST-00486,2026-06-19,73.1,Fair
AST-00487,2024-01-01,100.0,Good
AST-00487,2024-03-31,100.0,Good
AST-00487,2024-06-29,99.2,Good
AST-00487,2024-09-27,92.5,Good
AST-00487,2024-12-26,91.7,Good
AST-00487,2025-03-26,93.2,Good
AST-00487,2025-06-24,93.8,Good
AST-00487,2025-09-22,90.8,Good
AST-00487,2025-12-21,100.0,Good
AST-00487,2026-03-21,93.3,Good
AST-00487,2026-06-19,89.1,Good
AST-00488,2024-01-01,98.8,Good
AST-00488,2024-03-31,99.3,Good
AST-00488,2024-06-29,97.2,Good
AST-00488,2024-09-27,92.2,Good
AST-00488,2024-12-26,93.8,Good
AST-00488,2025-03-26,91.3,Good
AST-00488,2025-06-24,92.6,Good
AST-00488,2025-09-22,89.8,Good
AST-00488,2025-12-21,93.3,Good
AST-00488,2026-03-21,87.9,Good
AST-00488,2026-06-19,94.8,Good
AST-00489,2024-01-01,79.9,Good
AST-00489,2024-03-31,86.8,Good
AST-00489,2024-06-29,83.9,Good
AST-00489,2024-09-27,79.5,Good
AST-00489,2024-12-26,81.4,Good
AST-00489,2025-03-26,81.9,Good
AST-00489,2025-06-24,71.0,Fair
AST-00489,2025-09-22,74.2,Fair
AST-00489,2025-12-21,72.4,Fair
AST-00489,2026-03-21,72.7,Fair
AST-00489,2026-06-19,73.7,Fair
AST-00490,2024-01-01,86.8,Good
AST-00490,2024-03-31,89.8,Good
AST-00490,2024-06-29,90.0,Good
AST-00490,2024-09-27,85.0,Good
AST-00490,2024-12-26,80.8,Good
AST-00490,2025-03-26,86.0,Good
AST-00490,2025-06-24,82.4,Good
AST-00490,2025-09-22,80.1,Good
AST-00490,2025-12-21,75.0,Good
AST-00490,2026-03-21,77.8,Good
AST-00490,2026-06-19,77.9,Good
AST-00491,2024-01-01,76.6,Good
AST-00491,2024-03-31,77.2,Good
AST-00491,2024-06-29,71.7,Fair
AST-00491,2024-09-27,73.2,Fair
AST-00491,2024-12-26,71.7,Fair
AST-00491,2025-03-26,74.1,Fair
AST-00491,2025-06-24,71.3,Fair
AST-00491,2025-09-22,72.6,Fair
AST-00491,2025-12-21,69.5,Fair
AST-00491,2026-03-21,73.7,Fair
AST-00491,2026-06-19,78.8,Good
AST-00492,2024-01-01,90.4,Good
AST-00492,2024-03-31,84.2,Good
AST-00492,2024-06-29,88.9,Good
AST-00492,2024-09-27,89.6,Good
AST-00492,2024-12-26,85.5,Good
AST-00492,2025-03-26,86.3,Good
AST-00492,2025-06-24,88.3,Good
AST-00492,2025-09-22,83.6,Good
AST-00492,2025-12-21,82.1,Good
AST-00492,2026-03-21,88.5,Good
AST-00492,2026-06-19,82.6,Good
AST-00493,2024-01-01,48.3,Poor
AST-00493,2024-03-31,53.0,Poor
AST-00493,2024-06-29,51.4,Poor
AST-00493,2024-09-27,57.3,Poor
AST-00493,2024-12-26,49.3,Poor
AST-00493,2025-03-26,54.4,Poor
AST-00493,2025-06-24,59.2,Poor
AST-00493,2025-09-22,50.9,Poor
AST-00493,2025-12-21,52.5,Poor
AST-00493,2026-03-21,52.6,Poor
AST-00493,2026-06-19,53.5,Poor
AST-00494,2024-01-01,52.9,Poor
AST-00494,2024-03-31,52.5,Poor
AST-00494,2024-06-29,45.9,Poor
AST-00494,2024-09-27,52.8,Poor
AST-00494,2024-12-26,51.6,Poor
AST-00494,2025-03-26,42.3,Critical
AST-00494,2025-06-24,48.6,Poor
AST-00494,2025-09-22,49.4,Poor
AST-00494,2025-12-21,42.0,Critical
AST-00494,2026-03-21,47.4,Poor
AST-00494,2026-06-19,49.2,Poor
AST-00495,2024-01-01,71.3,Fair
AST-00495,2024-03-31,65.6,Fair
AST-00495,2024-06-29,65.2,Fair
AST-00495,2024-09-27,64.5,Fair
AST-00495,2024-12-26,67.7,Fair
AST-00495,2025-03-26,70.6,Fair
AST-00495,2025-06-24,57.5,Poor
AST-00495,2025-09-22,53.6,Poor
AST-00495,2025-12-21,51.9,Poor
AST-00495,2026-03-21,56.0,Poor
AST-00495,2026-06-19,60.7,Fair
AST-00496,2024-01-01,80.4,Good
AST-00496,2024-03-31,82.7,Good
AST-00496,2024-06-29,79.3,Good
AST-00496,2024-09-27,79.9,Good
AST-00496,2024-12-26,79.9,Good
AST-00496,2025-03-26,80.9,Good
AST-00496,2025-06-24,77.2,Good
AST-00496,2025-09-22,82.1,Good
AST-00496,2025-12-21,78.7,Good
AST-00496,2026-03-21,83.0,Good
AST-00496,2026-06-19,74.5,Fair
AST-00497,2024-01-01,61.7,Fair
AST-00497,2024-03-31,65.0,Fair
AST-00497,2024-06-29,65.5,Fair
AST-00497,2024-09-27,64.8,Fair
AST-00497,2024-12-26,64.7,Fair
AST-00497,2025-03-26,64.4,Fair
AST-00497,2025-06-24,56.3,Poor
AST-00497,2025-09-22,53.3,Poor
AST-00497,2025-12-21,54.8,Poor
AST-00497,2026-03-21,54.3,Poor
AST-00497,2026-06-19,56.4,Poor
AST-00498,2024-01-01,55.3,Poor
AST-00498,2024-03-31,55.6,Poor
AST-00498,2024-06-29,56.5,Poor
AST-00498,2024-09-27,54.5,Poor
AST-00498,2024-12-26,53.7,Poor
AST-00498,2025-03-26,50.5,Poor
AST-00498,2025-06-24,57.8,Poor
AST-00498,2025-09-22,55.3,Poor
AST-00498,2025-12-21,56.0,Poor
AST-00498,2026-03-21,51.2,Poor
AST-00498,2026-06-19,54.1,Poor
AST-00499,2024-01-01,94.5,Good
AST-00499,2024-03-31,100.0,Good
AST-00499,2024-06-29,95.5,Good
AST-00499,2024-09-27,95.2,Good
AST-00499,2024-12-26,95.5,Good
AST-00499,2025-03-26,99.0,Good
AST-00499,2025-06-24,84.7,Good
AST-00499,2025-09-22,91.1,Good
AST-00499,2025-12-21,95.1,Good
AST-00499,2026-03-21,89.9,Good
AST-00499,2026-06-19,90.9,Good
AST-00500,2024-01-01,67.5,Fair
AST-00500,2024-03-31,68.4,Fair
AST-00500,2024-06-29,74.1,Fair
AST-00500,2024-09-27,65.9,Fair
AST-00500,2024-12-26,72.8,Fair
AST-00500,2025-03-26,66.7,Fair
AST-00500,2025-06-24,69.7,Fair
AST-00500,2025-09-22,66.1,Fair
AST-00500,2025-12-21,63.8,Fair
AST-00500,2026-03-21,64.4,Fair
AST-00500,2026-06-19,64.4,Fair
AST-00501,2024-01-01,61.9,Fair
AST-00501,2024-03-31,58.0,Poor
AST-00501,2024-06-29,57.1,Poor
AST-00501,2024-09-27,61.0,Fair
AST-00501,2024-12-26,52.8,Poor
AST-00501,2025-03-26,55.5,Poor
AST-00501,2025-06-24,58.1,Poor
AST-00501,2025-09-22,52.7,Poor
AST-00501,2025-12-21,49.9,Poor
AST-00501,2026-03-21,54.9,Poor
AST-00501,2026-06-19,53.0,Poor
AST-00502,2024-01-01,97.2,Good
AST-00502,2024-03-31,94.8,Good
AST-00502,2024-06-29,92.1,Good
AST-00502,2024-09-27,95.6,Good
AST-00502,2024-12-26,90.6,Good
AST-00502,2025-03-26,91.3,Good
AST-00502,2025-06-24,92.2,Good
AST-00502,2025-09-22,91.1,Good
AST-00502,2025-12-21,89.6,Good
AST-00502,2026-03-21,86.8,Good
AST-00502,2026-06-19,89.7,Good
AST-00503,2024-01-01,67.0,Fair
AST-00503,2024-03-31,61.2,Fair
AST-00503,2024-06-29,64.6,Fair
AST-00503,2024-09-27,62.5,Fair
AST-00503,2024-12-26,62.1,Fair
AST-00503,2025-03-26,58.1,Poor
AST-00503,2025-06-24,57.8,Poor
AST-00503,2025-09-22,63.4,Fair
AST-00503,2025-12-21,54.8,Poor
AST-00503,2026-03-21,55.2,Poor
AST-00503,2026-06-19,59.4,Poor
AST-00504,2024-01-01,86.0,Good
AST-00504,2024-03-31,86.4,Good
AST-00504,2024-06-29,90.2,Good
AST-00504,2024-09-27,90.1,Good
AST-00504,2024-12-26,85.3,Good
AST-00504,2025-03-26,86.9,Good
AST-00504,2025-06-24,89.0,Good
AST-00504,2025-09-22,85.6,Good
AST-00504,2025-12-21,78.9,Good
AST-00504,2026-03-21,85.5,Good
AST-00504,2026-06-19,87.0,Good
AST-00505,2024-01-01,98.0,Good
AST-00505,2024-03-31,94.5,Good
AST-00505,2024-06-29,94.8,Good
AST-00505,2024-09-27,92.6,Good
AST-00505,2024-12-26,91.7,Good
AST-00505,2025-03-26,92.2,Good
AST-00505,2025-06-24,91.7,Good
AST-00505,2025-09-22,86.6,Good
AST-00505,2025-12-21,89.2,Good
AST-00505,2026-03-21,87.9,Good
AST-00505,2026-06-19,83.6,Good
AST-00506,2024-01-01,88.0,Good
AST-00506,2024-03-31,82.3,Good
AST-00506,2024-06-29,83.8,Good
AST-00506,2024-09-27,79.9,Good
AST-00506,2024-12-26,83.6,Good
AST-00506,2025-03-26,79.9,Good
AST-00506,2025-06-24,80.6,Good
AST-00506,2025-09-22,75.5,Good
AST-00506,2025-12-21,77.6,Good
AST-00506,2026-03-21,70.3,Fair
AST-00506,2026-06-19,73.5,Fair
AST-00507,2024-01-01,84.4,Good
AST-00507,2024-03-31,89.2,Good
AST-00507,2024-06-29,89.5,Good
AST-00507,2024-09-27,92.3,Good
AST-00507,2024-12-26,85.6,Good
AST-00507,2025-03-26,87.4,Good
AST-00507,2025-06-24,78.3,Good
AST-00507,2025-09-22,82.4,Good
AST-00507,2025-12-21,82.1,Good
AST-00507,2026-03-21,77.5,Good
AST-00507,2026-06-19,77.5,Good
AST-00508,2024-01-01,68.7,Fair
AST-00508,2024-03-31,66.9,Fair
AST-00508,2024-06-29,67.5,Fair
AST-00508,2024-09-27,64.6,Fair
AST-00508,2024-12-26,63.9,Fair
AST-00508,2025-03-26,62.7,Fair
AST-00508,2025-06-24,64.0,Fair
AST-00508,2025-09-22,62.2,Fair
AST-00508,2025-12-21,58.3,Poor
AST-00508,2026-03-21,52.2,Poor
AST-00508,2026-06-19,52.2,Poor
AST-00509,2024-01-01,98.2,Good
AST-00509,2024-03-31,91.1,Good
AST-00509,2024-06-29,91.9,Good
AST-00509,2024-09-27,90.1,Good
AST-00509,2024-12-26,86.6,Good
AST-00509,2025-03-26,90.8,Good
AST-00509,2025-06-24,86.2,Good
AST-00509,2025-09-22,85.5,Good
AST-00509,2025-12-21,81.6,Good
AST-00509,2026-03-21,82.6,Good
AST-00509,2026-06-19,78.4,Good
AST-00510,2024-01-01,89.8,Good
AST-00510,2024-03-31,91.4,Good
AST-00510,2024-06-29,93.6,Good
AST-00510,2024-09-27,95.1,Good
AST-00510,2024-12-26,84.2,Good
AST-00510,2025-03-26,82.6,Good
AST-00510,2025-06-24,84.5,Good
AST-00510,2025-09-22,85.6,Good
AST-00510,2025-12-21,84.9,Good
AST-00510,2026-03-21,79.7,Good
AST-00510,2026-06-19,82.6,Good
AST-00511,2024-01-01,90.8,Good
AST-00511,2024-03-31,98.4,Good
AST-00511,2024-06-29,100.0,Good
AST-00511,2024-09-27,90.7,Good
AST-00511,2024-12-26,94.1,Good
AST-00511,2025-03-26,93.4,Good
AST-00511,2025-06-24,99.3,Good
AST-00511,2025-09-22,94.8,Good
AST-00511,2025-12-21,90.8,Good
AST-00511,2026-03-21,93.9,Good
AST-00511,2026-06-19,96.2,Good
AST-00512,2024-01-01,60.3,Fair
AST-00512,2024-03-31,55.8,Poor
AST-00512,2024-06-29,60.4,Fair
AST-00512,2024-09-27,60.1,Fair
AST-00512,2024-12-26,56.8,Poor
AST-00512,2025-03-26,55.7,Poor
AST-00512,2025-06-24,59.8,Poor
AST-00512,2025-09-22,53.5,Poor
AST-00512,2025-12-21,56.7,Poor
AST-00512,2026-03-21,54.8,Poor
AST-00512,2026-06-19,53.9,Poor
AST-00513,2024-01-01,59.8,Poor
AST-00513,2024-03-31,55.8,Poor
AST-00513,2024-06-29,55.8,Poor
AST-00513,2024-09-27,54.6,Poor
AST-00513,2024-12-26,50.6,Poor
AST-00513,2025-03-26,52.2,Poor
AST-00513,2025-06-24,55.2,Poor
AST-00513,2025-09-22,50.3,Poor
AST-00513,2025-12-21,49.5,Poor
AST-00513,2026-03-21,46.7,Poor
AST-00513,2026-06-19,42.0,Critical
AST-00514,2024-01-01,56.1,Poor
AST-00514,2024-03-31,58.7,Poor
AST-00514,2024-06-29,61.6,Fair
AST-00514,2024-09-27,61.2,Fair
AST-00514,2024-12-26,59.1,Poor
AST-00514,2025-03-26,54.9,Poor
AST-00514,2025-06-24,49.7,Poor
AST-00514,2025-09-22,54.9,Poor
AST-00514,2025-12-21,52.6,Poor
AST-00514,2026-03-21,48.6,Poor
AST-00514,2026-06-19,52.1,Poor
AST-00515,2024-01-01,99.8,Good
AST-00515,2024-03-31,94.0,Good
AST-00515,2024-06-29,92.3,Good
AST-00515,2024-09-27,95.6,Good
AST-00515,2024-12-26,92.5,Good
AST-00515,2025-03-26,85.2,Good
AST-00515,2025-06-24,85.0,Good
AST-00515,2025-09-22,90.8,Good
AST-00515,2025-12-21,81.4,Good
AST-00515,2026-03-21,86.7,Good
AST-00515,2026-06-19,83.5,Good
AST-00516,2024-01-01,64.3,Fair
AST-00516,2024-03-31,66.6,Fair
AST-00516,2024-06-29,60.6,Fair
AST-00516,2024-09-27,62.2,Fair
AST-00516,2024-12-26,55.1,Poor
AST-00516,2025-03-26,55.1,Poor
AST-00516,2025-06-24,60.4,Fair
AST-00516,2025-09-22,53.1,Poor
AST-00516,2025-12-21,60.0,Fair
AST-00516,2026-03-21,49.9,Poor
AST-00516,2026-06-19,43.1,Critical
AST-00517,2024-01-01,57.7,Poor
AST-00517,2024-03-31,59.3,Poor
AST-00517,2024-06-29,60.0,Fair
AST-00517,2024-09-27,52.2,Poor
AST-00517,2024-12-26,59.5,Poor
AST-00517,2025-03-26,56.8,Poor
AST-00517,2025-06-24,54.2,Poor
AST-00517,2025-09-22,61.1,Fair
AST-00517,2025-12-21,54.4,Poor
AST-00517,2026-03-21,52.8,Poor
AST-00517,2026-06-19,44.9,Critical
AST-00518,2024-01-01,80.2,Good
AST-00518,2024-03-31,70.9,Fair
AST-00518,2024-06-29,72.3,Fair
AST-00518,2024-09-27,69.0,Fair
AST-00518,2024-12-26,67.3,Fair
AST-00518,2025-03-26,68.2,Fair
AST-00518,2025-06-24,60.6,Fair
AST-00518,2025-09-22,68.5,Fair
AST-00518,2025-12-21,64.5,Fair
AST-00518,2026-03-21,61.5,Fair
AST-00518,2026-06-19,64.6,Fair
AST-00519,2024-01-01,85.0,Good
AST-00519,2024-03-31,87.3,Good
AST-00519,2024-06-29,89.8,Good
AST-00519,2024-09-27,87.4,Good
AST-00519,2024-12-26,86.4,Good
AST-00519,2025-03-26,78.4,Good
AST-00519,2025-06-24,75.5,Good
AST-00519,2025-09-22,81.7,Good
AST-00519,2025-12-21,79.2,Good
AST-00519,2026-03-21,75.7,Good
AST-00519,2026-06-19,79.5,Good
AST-00520,2024-01-01,68.4,Fair
AST-00520,2024-03-31,69.5,Fair
AST-00520,2024-06-29,70.2,Fair
AST-00520,2024-09-27,72.6,Fair
AST-00520,2024-12-26,69.7,Fair
AST-00520,2025-03-26,68.1,Fair
AST-00520,2025-06-24,64.1,Fair
AST-00520,2025-09-22,67.9,Fair
AST-00520,2025-12-21,55.6,Poor
AST-00520,2026-03-21,59.1,Poor
AST-00520,2026-06-19,61.8,Fair
AST-00521,2024-01-01,79.6,Good
AST-00521,2024-03-31,76.5,Good
AST-00521,2024-06-29,82.4,Good
AST-00521,2024-09-27,78.7,Good
AST-00521,2024-12-26,79.0,Good
AST-00521,2025-03-26,76.6,Good
AST-00521,2025-06-24,82.8,Good
AST-00521,2025-09-22,79.1,Good
AST-00521,2025-12-21,76.7,Good
AST-00521,2026-03-21,85.1,Good
AST-00521,2026-06-19,73.6,Fair
AST-00522,2024-01-01,100.0,Good
AST-00522,2024-03-31,96.0,Good
AST-00522,2024-06-29,92.4,Good
AST-00522,2024-09-27,95.1,Good
AST-00522,2024-12-26,97.3,Good
AST-00522,2025-03-26,87.7,Good
AST-00522,2025-06-24,93.6,Good
AST-00522,2025-09-22,87.1,Good
AST-00522,2025-12-21,90.6,Good
AST-00522,2026-03-21,83.7,Good
AST-00522,2026-06-19,88.2,Good
AST-00523,2024-01-01,81.7,Good
AST-00523,2024-03-31,89.6,Good
AST-00523,2024-06-29,85.8,Good
AST-00523,2024-09-27,81.2,Good
AST-00523,2024-12-26,81.7,Good
AST-00523,2025-03-26,84.5,Good
AST-00523,2025-06-24,81.5,Good
AST-00523,2025-09-22,75.3,Good
AST-00523,2025-12-21,79.4,Good
AST-00523,2026-03-21,75.6,Good
AST-00523,2026-06-19,72.9,Fair
AST-00524,2024-01-01,84.1,Good
AST-00524,2024-03-31,82.8,Good
AST-00524,2024-06-29,73.5,Fair
AST-00524,2024-09-27,86.4,Good
AST-00524,2024-12-26,82.0,Good
AST-00524,2025-03-26,79.9,Good
AST-00524,2025-06-24,75.3,Good
AST-00524,2025-09-22,78.1,Good
AST-00524,2025-12-21,76.8,Good
AST-00524,2026-03-21,80.4,Good
AST-00524,2026-06-19,80.9,Good
AST-00525,2024-01-01,92.1,Good
AST-00525,2024-03-31,91.9,Good
AST-00525,2024-06-29,87.4,Good
AST-00525,2024-09-27,85.7,Good
AST-00525,2024-12-26,82.5,Good
AST-00525,2025-03-26,81.8,Good
AST-00525,2025-06-24,77.5,Good
AST-00525,2025-09-22,81.9,Good
AST-00525,2025-12-21,81.0,Good
AST-00525,2026-03-21,79.4,Good
AST-00525,2026-06-19,77.9,Good
AST-00526,2024-01-01,82.4,Good
AST-00526,2024-03-31,83.0,Good
AST-00526,2024-06-29,82.0,Good
AST-00526,2024-09-27,84.0,Good
AST-00526,2024-12-26,72.9,Fair
AST-00526,2025-03-26,81.9,Good
AST-00526,2025-06-24,80.8,Good
AST-00526,2025-09-22,76.7,Good
AST-00526,2025-12-21,74.0,Fair
AST-00526,2026-03-21,68.0,Fair
AST-00526,2026-06-19,74.4,Fair
AST-00527,2024-01-01,80.9,Good
AST-00527,2024-03-31,76.6,Good
AST-00527,2024-06-29,78.4,Good
AST-00527,2024-09-27,77.4,Good
AST-00527,2024-12-26,74.4,Fair
AST-00527,2025-03-26,83.0,Good
AST-00527,2025-06-24,66.5,Fair
AST-00527,2025-09-22,70.2,Fair
AST-00527,2025-12-21,77.2,Good
AST-00527,2026-03-21,75.1,Good
AST-00527,2026-06-19,70.0,Fair
AST-00528,2024-01-01,75.2,Good
AST-00528,2024-03-31,62.9,Fair
AST-00528,2024-06-29,66.4,Fair
AST-00528,2024-09-27,61.8,Fair
AST-00528,2024-12-26,63.1,Fair
AST-00528,2025-03-26,64.0,Fair
AST-00528,2025-06-24,59.8,Poor
AST-00528,2025-09-22,60.8,Fair
AST-00528,2025-12-21,61.4,Fair
AST-00528,2026-03-21,62.0,Fair
AST-00528,2026-06-19,56.7,Poor
AST-00529,2024-01-01,96.8,Good
AST-00529,2024-03-31,100.0,Good
AST-00529,2024-06-29,100.0,Good
AST-00529,2024-09-27,85.6,Good
AST-00529,2024-12-26,90.0,Good
AST-00529,2025-03-26,91.9,Good
AST-00529,2025-06-24,90.7,Good
AST-00529,2025-09-22,82.4,Good
AST-00529,2025-12-21,84.8,Good
AST-00529,2026-03-21,88.7,Good
AST-00529,2026-06-19,96.0,Good
AST-00530,2024-01-01,85.6,Good
AST-00530,2024-03-31,84.6,Good
AST-00530,2024-06-29,78.7,Good
AST-00530,2024-09-27,76.7,Good
AST-00530,2024-12-26,79.6,Good
AST-00530,2025-03-26,83.3,Good
AST-00530,2025-06-24,74.0,Fair
AST-00530,2025-09-22,75.6,Good
AST-00530,2025-12-21,74.4,Fair
AST-00530,2026-03-21,74.5,Fair
AST-00530,2026-06-19,76.0,Good
AST-00531,2024-01-01,62.0,Fair
AST-00531,2024-03-31,57.9,Poor
AST-00531,2024-06-29,58.0,Poor
AST-00531,2024-09-27,59.4,Poor
AST-00531,2024-12-26,57.5,Poor
AST-00531,2025-03-26,60.3,Fair
AST-00531,2025-06-24,61.3,Fair
AST-00531,2025-09-22,65.2,Fair
AST-00531,2025-12-21,58.3,Poor
AST-00531,2026-03-21,50.7,Poor
AST-00531,2026-06-19,58.9,Poor
AST-00532,2024-01-01,69.5,Fair
AST-00532,2024-03-31,70.8,Fair
AST-00532,2024-06-29,75.1,Good
AST-00532,2024-09-27,71.2,Fair
AST-00532,2024-12-26,70.1,Fair
AST-00532,2025-03-26,63.6,Fair
AST-00532,2025-06-24,68.8,Fair
AST-00532,2025-09-22,68.5,Fair
AST-00532,2025-12-21,67.1,Fair
AST-00532,2026-03-21,67.7,Fair
AST-00532,2026-06-19,64.6,Fair
AST-00533,2024-01-01,52.3,Poor
AST-00533,2024-03-31,53.6,Poor
AST-00533,2024-06-29,56.7,Poor
AST-00533,2024-09-27,47.3,Poor
AST-00533,2024-12-26,55.3,Poor
AST-00533,2025-03-26,54.3,Poor
AST-00533,2025-06-24,55.3,Poor
AST-00533,2025-09-22,48.5,Poor
AST-00533,2025-12-21,49.4,Poor
AST-00533,2026-03-21,52.6,Poor
AST-00533,2026-06-19,44.8,Critical
AST-00534,2024-01-01,94.4,Good
AST-00534,2024-03-31,99.3,Good
AST-00534,2024-06-29,97.0,Good
AST-00534,2024-09-27,98.5,Good
AST-00534,2024-12-26,94.1,Good
AST-00534,2025-03-26,95.0,Good
