work_order_id,asset_id,work_type,priority,created_date,sla_due_date,completed_date,status,estimated_hours,required_skill
WO-0004241,AST-00175,Corrective,Critical,2025-06-03,2025-06-05,2025-06-03,Completed,11.5,power
WO-0004835,AST-00608,Corrective,Critical,2025-06-03,2025-06-05,2025-06-06,Completed,7.5,power
WO-0005022,AST-00744,Corrective,Medium,2025-06-03,2025-06-13,2025-06-05,Completed,6.1,power
WO-0005312,AST-00937,Corrective,High,2025-06-03,2025-06-08,2025-06-04,Completed,8.5,third_rail
WO-0000818,AST-00208,Preventive,Medium,2025-06-04,2025-06-14,2025-06-14,Completed,3.6,cable
WO-0001399,AST-00359,Preventive,Medium,2025-06-04,2025-06-14,2025-06-07,Completed,5.2,cable
WO-0002377,AST-00607,Preventive,Medium,2025-06-04,2025-06-14,2025-06-08,Completed,2.5,third_rail
WO-0003061,AST-00780,Preventive,Medium,2025-06-04,2025-06-14,2025-06-06,Completed,7.0,third_rail
WO-0003127,AST-00797,Preventive,Medium,2025-06-04,2025-06-14,2025-06-06,Completed,5.8,power
WO-0002520,AST-00644,Preventive,Medium,2025-06-05,2025-06-15,2025-06-08,Completed,3.4,breaker
WO-0002675,AST-00681,Preventive,Medium,2025-06-05,2025-06-15,2025-06-07,Completed,5.8,power
WO-0003574,AST-00900,Preventive,Medium,2025-06-05,2025-06-15,2025-06-06,Completed,3.8,cable
WO-0004656,AST-00475,Corrective,High,2025-06-05,2025-06-10,2025-06-08,Completed,6.5,breaker
WO-0004961,AST-00698,Corrective,Medium,2025-06-05,2025-06-15,2025-06-06,Completed,4.3,cable
WO-0001330,AST-00341,Preventive,Medium,2025-06-06,2025-06-16,2025-06-17,Completed,4.9,power
WO-0004679,AST-00495,Corrective,Medium,2025-06-06,2025-06-16,2025-06-09,Completed,3.8,third_rail
WO-0004825,AST-00602,Corrective,Medium,2025-06-06,2025-06-16,2025-06-09,Completed,5.8,third_rail
WO-0000354,AST-00090,Preventive,Medium,2025-06-07,2025-06-17,2025-06-08,Completed,5.8,cable
WO-0000537,AST-00139,Preventive,Medium,2025-06-07,2025-06-17,2025-06-08,Completed,3.2,third_rail
WO-0000587,AST-00151,Preventive,Medium,2025-06-07,2025-06-17,2025-06-11,Completed,5.4,third_rail
WO-0000988,AST-00253,Preventive,Medium,2025-06-07,2025-06-17,2025-06-08,Completed,4.0,cable
WO-0002278,AST-00583,Preventive,Medium,2025-06-07,2025-06-17,2025-06-12,Completed,5.8,power
WO-0002586,AST-00660,Preventive,Medium,2025-06-07,2025-06-17,2025-06-11,Completed,4.7,breaker
WO-0003185,AST-00811,Preventive,Medium,2025-06-07,2025-06-17,2025-06-12,Completed,4.1,power
WO-0000219,AST-00056,Preventive,Medium,2025-06-08,2025-06-18,2025-06-08,Completed,4.9,third_rail
WO-0000606,AST-00156,Preventive,Medium,2025-06-08,2025-06-18,2025-06-11,Completed,5.1,cable
WO-0000812,AST-00206,Preventive,Medium,2025-06-08,2025-06-18,2025-06-11,Completed,2.6,breaker
WO-0004266,AST-00198,Corrective,Medium,2025-06-08,2025-06-18,2025-06-08,Completed,8.5,third_rail
WO-0004287,AST-00211,Corrective,High,2025-06-08,2025-06-13,2025-06-10,Completed,7.5,cable
WO-0004487,AST-00356,Corrective,Medium,2025-06-08,2025-06-18,2025-06-08,Completed,7.1,cable
WO-0000054,AST-00016,Preventive,Medium,2025-06-09,2025-06-19,2025-06-09,Completed,5.2,breaker
WO-0000058,AST-00017,Preventive,Medium,2025-06-09,2025-06-19,2025-06-16,Completed,5.1,cable
WO-0000731,AST-00187,Preventive,Medium,2025-06-09,2025-06-19,2025-06-10,Completed,7.6,breaker
WO-0001230,AST-00315,Preventive,Medium,2025-06-09,2025-06-19,2025-06-21,Completed,4.6,breaker
WO-0002999,AST-00763,Preventive,Medium,2025-06-09,2025-06-19,2025-06-12,Completed,6.0,power
WO-0003437,AST-00868,Preventive,Medium,2025-06-09,2025-06-19,2025-06-13,Completed,6.6,third_rail
WO-0004344,AST-00242,Corrective,Critical,2025-06-09,2025-06-11,2025-06-12,Completed,5.0,third_rail
WO-0004772,AST-00562,Corrective,Critical,2025-06-09,2025-06-11,2025-06-12,Completed,9.9,breaker
WO-0000003,AST-00001,Preventive,Medium,2025-06-10,2025-06-20,2025-06-11,Completed,4.2,third_rail
WO-0001097,AST-00282,Preventive,Medium,2025-06-10,2025-06-20,2025-06-13,Completed,3.1,breaker
WO-0001334,AST-00342,Preventive,Medium,2025-06-10,2025-06-20,2025-06-11,Completed,5.5,third_rail
WO-0001373,AST-00353,Preventive,Medium,2025-06-10,2025-06-20,2025-06-11,Completed,5.7,cable
WO-0004499,AST-00362,Corrective,High,2025-06-10,2025-06-15,2025-06-13,Completed,7.8,power
WO-0000611,AST-00157,Preventive,Medium,2025-06-11,2025-06-21,2025-06-16,Completed,6.0,breaker
WO-0001606,AST-00409,Preventive,Medium,2025-06-11,2025-06-21,2025-06-12,Completed,4.9,power
WO-0002310,AST-00591,Preventive,Medium,2025-06-11,2025-06-21,2025-06-15,Completed,4.2,third_rail
WO-0003676,AST-00925,Preventive,Medium,2025-06-11,2025-06-21,2025-06-16,Completed,5.5,power
WO-0004088,AST-00075,Corrective,Medium,2025-06-11,2025-06-21,2025-06-14,Completed,3.4,power
WO-0004442,AST-00320,Corrective,Critical,2025-06-11,2025-06-13,2025-06-16,Completed,7.1,third_rail
WO-0004844,AST-00617,Corrective,Critical,2025-06-11,2025-06-13,2025-06-12,Completed,4.4,cable
WO-0000126,AST-00033,Preventive,Medium,2025-06-12,2025-06-22,2025-06-19,Completed,7.3,breaker
WO-0002926,AST-00745,Preventive,Medium,2025-06-12,2025-06-22,2025-06-12,Completed,3.1,cable
WO-0003620,AST-00910,Preventive,Medium,2025-06-12,2025-06-22,2025-06-20,Completed,5.8,breaker
WO-0001316,AST-00337,Preventive,Medium,2025-06-13,2025-06-23,2025-06-18,Completed,6.0,power
WO-0002143,AST-00550,Preventive,Medium,2025-06-13,2025-06-23,2025-06-18,Completed,4.6,cable
WO-0003008,AST-00766,Preventive,Medium,2025-06-13,2025-06-23,2025-06-16,Completed,4.2,power
WO-0000663,AST-00169,Preventive,Medium,2025-06-14,2025-06-24,2025-06-16,Completed,6.2,breaker
WO-0001012,AST-00259,Preventive,Medium,2025-06-14,2025-06-24,2025-06-15,Completed,3.0,power
WO-0001036,AST-00265,Preventive,Medium,2025-06-14,2025-06-24,2025-06-15,Completed,4.4,third_rail
WO-0001313,AST-00336,Preventive,Medium,2025-06-14,2025-06-24,2025-06-18,Completed,5.6,cable
WO-0002147,AST-00551,Preventive,Medium,2025-06-14,2025-06-24,2025-06-16,Completed,5.7,cable
WO-0002921,AST-00744,Preventive,Medium,2025-06-14,2025-06-24,2025-06-17,Completed,6.8,power
WO-0003896,AST-00981,Preventive,Medium,2025-06-14,2025-06-24,2025-06-15,Completed,4.3,third_rail
WO-0000533,AST-00138,Preventive,Medium,2025-06-15,2025-06-25,2025-06-15,Completed,6.1,cable
WO-0001825,AST-00465,Preventive,Medium,2025-06-15,2025-06-25,2025-06-20,Completed,5.6,cable
WO-0002852,AST-00726,Preventive,Medium,2025-06-15,2025-06-25,2025-06-17,Completed,4.2,power
WO-0004420,AST-00305,Corrective,Critical,2025-06-15,2025-06-17,2025-06-16,Completed,7.3,third_rail
WO-0001748,AST-00445,Preventive,Medium,2025-06-16,2025-06-26,2025-06-17,Completed,4.1,breaker
WO-0002067,AST-00532,Preventive,Medium,2025-06-16,2025-06-26,2025-06-17,Completed,5.4,cable
WO-0002939,AST-00748,Preventive,Medium,2025-06-16,2025-06-26,2025-06-17,Completed,6.2,cable
WO-0005086,AST-00793,Corrective,Medium,2025-06-16,2025-06-26,2025-06-16,Completed,8.7,breaker
WO-0000360,AST-00092,Preventive,Medium,2025-06-17,2025-06-27,2025-06-20,Completed,6.2,cable
WO-0000680,AST-00174,Preventive,Medium,2025-06-17,2025-06-27,2025-06-23,Completed,6.8,third_rail
WO-0001278,AST-00327,Preventive,Medium,2025-06-17,2025-06-27,2025-06-22,Completed,4.3,third_rail
WO-0001705,AST-00435,Preventive,Medium,2025-06-17,2025-06-27,2025-06-19,Completed,5.5,power
WO-0002231,AST-00572,Preventive,Medium,2025-06-17,2025-06-27,2025-06-20,Completed,4.6,third_rail
WO-0000290,AST-00074,Preventive,Medium,2025-06-18,2025-06-28,2025-06-19,Completed,4.1,breaker
WO-0001117,AST-00287,Preventive,Medium,2025-06-18,2025-06-28,2025-06-25,Completed,4.2,power
WO-0001693,AST-00431,Preventive,Medium,2025-06-18,2025-06-28,2025-06-20,Completed,5.2,third_rail
WO-0003958,AST-00995,Preventive,Medium,2025-06-18,2025-06-28,2025-06-22,Completed,4.1,third_rail
WO-0001248,AST-00320,Preventive,Medium,2025-06-19,2025-06-29,2025-06-20,Completed,3.3,third_rail
WO-0001344,AST-00345,Preventive,Medium,2025-06-19,2025-06-29,2025-06-20,Completed,5.1,third_rail
WO-0001501,AST-00383,Preventive,Medium,2025-06-19,2025-06-29,2025-06-20,Completed,4.0,third_rail
WO-0001507,AST-00385,Preventive,Medium,2025-06-19,2025-06-29,2025-06-24,Completed,5.7,breaker
WO-0001787,AST-00455,Preventive,Medium,2025-06-19,2025-06-29,2025-06-21,Completed,6.8,power
WO-0002514,AST-00642,Preventive,Medium,2025-06-19,2025-06-29,2025-06-20,Completed,5.4,third_rail
WO-0002755,AST-00701,Preventive,Medium,2025-06-19,2025-06-29,2025-06-20,Completed,5.2,breaker
WO-0004974,AST-00710,Corrective,Medium,2025-06-19,2025-06-29,2025-06-20,Completed,5.1,cable
WO-0000241,AST-00063,Preventive,Medium,2025-06-20,2025-06-30,2025-06-21,Completed,5.0,cable
WO-0001338,AST-00343,Preventive,Medium,2025-06-20,2025-06-30,2025-06-23,Completed,6.5,third_rail
WO-0001383,AST-00356,Preventive,Medium,2025-06-20,2025-06-30,2025-06-24,Completed,3.6,cable
WO-0002688,AST-00684,Preventive,Medium,2025-06-20,2025-06-30,2025-06-21,Completed,4.9,cable
WO-0003475,AST-00878,Preventive,Medium,2025-06-20,2025-06-30,2025-06-22,Completed,5.0,breaker
WO-0003951,AST-00993,Preventive,Medium,2025-06-20,2025-06-30,2025-06-25,Completed,3.3,third_rail
WO-0000751,AST-00192,Preventive,Medium,2025-06-21,2025-07-01,2025-06-24,Completed,7.5,breaker
WO-0001166,AST-00298,Preventive,Medium,2025-06-21,2025-07-01,2025-06-27,Completed,4.8,third_rail
WO-0001627,AST-00415,Preventive,Medium,2025-06-21,2025-07-01,2025-06-22,Completed,3.9,power
WO-0002273,AST-00582,Preventive,Medium,2025-06-21,2025-07-01,2025-06-21,Completed,6.0,cable
WO-0003112,AST-00793,Preventive,Medium,2025-06-21,2025-07-01,2025-06-25,Completed,4.7,breaker
WO-0003148,AST-00802,Preventive,Medium,2025-06-21,2025-07-01,2025-06-23,Completed,5.1,breaker
WO-0000014,AST-00004,Preventive,Medium,2025-06-22,2025-07-02,2025-06-27,Completed,2.6,cable
WO-0000252,AST-00066,Preventive,Medium,2025-06-22,2025-07-02,2025-06-22,Completed,3.9,cable
WO-0000846,AST-00216,Preventive,Medium,2025-06-22,2025-07-02,2025-06-24,Completed,6.4,cable
WO-0000931,AST-00238,Preventive,Medium,2025-06-22,2025-07-02,2025-06-30,Completed,3.5,third_rail
WO-0001478,AST-00377,Preventive,Medium,2025-06-22,2025-07-02,2025-06-23,Completed,5.5,third_rail
WO-0001644,AST-00419,Preventive,Medium,2025-06-22,2025-07-02,2025-06-23,Completed,2.7,breaker
WO-0001821,AST-00464,Preventive,Medium,2025-06-22,2025-07-02,2025-06-24,Completed,6.2,breaker
WO-0002407,AST-00615,Preventive,Medium,2025-06-22,2025-07-02,2025-06-23,Completed,1.9,breaker
WO-0002959,AST-00752,Preventive,Medium,2025-06-22,2025-07-02,2025-06-25,Completed,5.7,breaker
WO-0003159,AST-00805,Preventive,Medium,2025-06-22,2025-07-02,2025-06-22,Completed,1.8,power
WO-0000041,AST-00012,Preventive,Medium,2025-06-23,2025-07-03,2025-06-26,Completed,3.2,third_rail
WO-0000704,AST-00180,Preventive,Medium,2025-06-23,2025-07-03,2025-06-29,Completed,4.5,cable
WO-0002413,AST-00617,Preventive,Medium,2025-06-23,2025-07-03,2025-06-29,Completed,4.9,cable
WO-0002778,AST-00706,Preventive,Medium,2025-06-23,2025-07-03,2025-06-26,Completed,5.8,cable
WO-0004556,AST-00406,Corrective,Critical,2025-06-23,2025-06-25,2025-06-29,Completed,8.6,third_rail
WO-0005288,AST-00921,Corrective,High,2025-06-23,2025-06-28,2025-06-30,Completed,8.5,power
WO-0000628,AST-00161,Preventive,Medium,2025-06-24,2025-07-04,2025-06-25,Completed,5.3,power
WO-0001673,AST-00426,Preventive,Medium,2025-06-24,2025-07-04,2025-06-27,Completed,5.5,third_rail
WO-0003225,AST-00821,Preventive,Medium,2025-06-24,2025-07-04,2025-06-27,Completed,5.5,power
WO-0004186,AST-00142,Corrective,Medium,2025-06-24,2025-07-04,2025-06-30,Completed,4.5,cable
WO-0004994,AST-00724,Corrective,Medium,2025-06-24,2025-07-04,2025-07-01,Completed,6.6,third_rail
WO-0005179,AST-00847,Corrective,High,2025-06-24,2025-06-29,2025-06-26,Completed,9.1,breaker
WO-0000495,AST-00128,Preventive,Medium,2025-06-25,2025-07-05,2025-06-27,Completed,6.2,power
WO-0001004,AST-00257,Preventive,Medium,2025-06-25,2025-07-05,2025-06-28,Completed,4.5,third_rail
WO-0003305,AST-00837,Preventive,Medium,2025-06-25,2025-07-05,2025-07-06,Completed,5.5,third_rail
WO-0003402,AST-00860,Preventive,Medium,2025-06-25,2025-07-05,2025-07-05,Completed,3.2,cable
WO-0004952,AST-00694,Corrective,High,2025-06-25,2025-06-30,2025-06-27,Completed,7.6,breaker
WO-0005392,AST-00001,Corrective,High,2025-06-25,2025-06-30,2025-06-27,Completed,3.6,third_rail
WO-0005472,AST-00131,Corrective,Medium,2025-06-25,2025-07-05,2025-06-29,Completed,5.4,power
WO-0005521,AST-00169,Corrective,High,2025-06-25,2025-06-30,2025-06-27,Completed,9.6,breaker
WO-0005557,AST-00227,Corrective,High,2025-06-25,2025-06-30,2025-06-27,Completed,6.7,power
WO-0005588,AST-00260,Corrective,High,2025-06-25,2025-06-30,2025-06-27,Completed,8.9,cable
WO-0005659,AST-00387,Corrective,High,2025-06-25,2025-06-30,2025-06-26,Completed,6.1,cable
WO-0005691,AST-00436,Corrective,Medium,2025-06-25,2025-07-05,2025-07-03,Completed,4.6,breaker
WO-0005712,AST-00494,Corrective,Medium,2025-06-25,2025-07-05,2025-07-10,Completed,5.8,breaker
WO-0005796,AST-00620,Corrective,Medium,2025-06-25,2025-07-05,2025-06-27,Completed,6.3,power
WO-0005861,AST-00695,Corrective,High,2025-06-25,2025-06-30,2025-06-26,Completed,6.7,third_rail
WO-0005865,AST-00701,Corrective,Medium,2025-06-25,2025-07-05,2025-06-30,Completed,4.2,breaker
WO-0005875,AST-00710,Corrective,Medium,2025-06-25,2025-07-05,2025-06-27,Completed,7.6,cable
WO-0005884,AST-00722,Corrective,Medium,2025-06-25,2025-07-05,2025-06-25,Completed,5.6,cable
WO-0005896,AST-00744,Corrective,Medium,2025-06-25,2025-07-05,2025-06-27,Completed,6.8,power
WO-0005965,AST-00820,Corrective,Medium,2025-06-25,2025-07-05,2025-06-28,Completed,6.5,breaker
WO-0001292,AST-00330,Preventive,Medium,2025-06-26,2025-07-06,2025-06-30,Completed,3.8,breaker
WO-0002192,AST-00561,Preventive,Medium,2025-06-26,2025-07-06,2025-07-03,Completed,6.3,power
WO-0002679,AST-00682,Preventive,Medium,2025-06-26,2025-07-06,2025-06-27,Completed,5.1,breaker
WO-0002876,AST-00731,Preventive,Medium,2025-06-26,2025-07-06,2025-06-29,Completed,2.8,breaker
WO-0003800,AST-00957,Preventive,Medium,2025-06-26,2025-07-06,2025-06-27,Completed,5.5,third_rail
WO-0004480,AST-00353,Corrective,Critical,2025-06-26,2025-06-28,2025-07-03,Completed,6.8,cable
WO-0005102,AST-00802,Corrective,High,2025-06-26,2025-07-01,2025-07-01,Completed,5.2,breaker
WO-0005221,AST-00875,Corrective,Medium,2025-06-26,2025-07-06,2025-06-28,Completed,5.3,cable
WO-0005407,AST-00028,Corrective,Medium,2025-06-26,2025-07-06,2025-06-30,Completed,5.8,power
WO-0005413,AST-00039,Corrective,Medium,2025-06-26,2025-07-06,2025-06-30,Completed,8.3,breaker
WO-0005425,AST-00068,Corrective,Medium,2025-06-26,2025-07-06,2025-06-29,Completed,9.3,breaker
WO-0005528,AST-00172,Corrective,Medium,2025-06-26,2025-07-06,2025-07-03,Completed,5.6,cable
WO-0005542,AST-00196,Corrective,Medium,2025-06-26,2025-07-06,2025-07-01,Completed,5.5,power
WO-0005629,AST-00338,Corrective,Medium,2025-06-26,2025-07-06,2025-06-30,Completed,4.5,cable
WO-0005663,AST-00388,Corrective,Medium,2025-06-26,2025-07-06,2025-07-02,Completed,3.7,third_rail
WO-0005681,AST-00413,Corrective,High,2025-06-26,2025-07-01,2025-06-27,Completed,5.9,power
WO-0005721,AST-00514,Corrective,Medium,2025-06-26,2025-07-06,2025-06-28,Completed,3.8,breaker
WO-0005799,AST-00621,Corrective,Medium,2025-06-26,2025-07-06,2025-07-05,Completed,6.8,third_rail
WO-0005973,AST-00838,Corrective,Medium,2025-06-26,2025-07-06,2025-07-04,Completed,5.1,third_rail
WO-0005985,AST-00862,Corrective,Medium,2025-06-26,2025-07-06,2025-07-08,Completed,4.2,cable
WO-0006001,AST-00879,Corrective,Medium,2025-06-26,2025-07-06,2025-06-29,Completed,8.8,cable
WO-0006016,AST-00894,Corrective,Medium,2025-06-26,2025-07-06,2025-06-29,Completed,3.7,power
WO-0006100,AST-00996,Corrective,Medium,2025-06-26,2025-07-06,2025-06-28,Completed,6.2,cable
WO-0000103,AST-00027,Preventive,Medium,2025-06-27,2025-07-07,2025-06-30,Completed,3.0,cable
WO-0000701,AST-00179,Preventive,Medium,2025-06-27,2025-07-07,2025-06-28,Completed,7.3,third_rail
WO-0000917,AST-00235,Preventive,Medium,2025-06-27,2025-07-07,2025-06-30,Completed,5.0,third_rail
WO-0001367,AST-00351,Preventive,Medium,2025-06-27,2025-07-07,2025-07-04,Completed,3.7,cable
WO-0001680,AST-00428,Preventive,Medium,2025-06-27,2025-07-07,2025-06-27,Completed,5.8,third_rail
WO-0002336,AST-00596,Preventive,Medium,2025-06-27,2025-07-07,2025-06-30,Completed,5.2,breaker
WO-0004913,AST-00672,Corrective,Medium,2025-06-27,2025-07-07,2025-06-29,Completed,6.3,cable
WO-0004940,AST-00685,Corrective,Medium,2025-06-27,2025-07-07,2025-06-29,Completed,2.0,cable
WO-0005051,AST-00768,Corrective,Medium,2025-06-27,2025-07-07,2025-06-30,Completed,4.4,power
WO-0005488,AST-00148,Corrective,Medium,2025-06-27,2025-07-07,2025-06-29,Completed,6.7,cable
WO-0005516,AST-00166,Corrective,Medium,2025-06-27,2025-07-07,2025-06-28,Completed,4.5,breaker
WO-0005536,AST-00173,Corrective,Medium,2025-06-27,2025-07-07,2025-06-29,Completed,2.8,breaker
WO-0005751,AST-00557,Corrective,Medium,2025-06-27,2025-07-07,2025-06-27,Completed,5.9,breaker
WO-0005761,AST-00571,Corrective,Medium,2025-06-27,2025-07-07,2025-07-08,Completed,7.4,breaker
WO-0005805,AST-00624,Corrective,High,2025-06-27,2025-07-02,2025-06-27,Completed,3.4,cable
WO-0005815,AST-00638,Corrective,Medium,2025-06-27,2025-07-07,2025-06-29,Completed,5.5,cable
WO-0005826,AST-00651,Corrective,Medium,2025-06-27,2025-07-07,2025-06-29,Completed,7.5,cable
WO-0005889,AST-00731,Corrective,High,2025-06-27,2025-07-02,2025-06-28,Completed,6.8,breaker
WO-0005932,AST-00785,Corrective,Medium,2025-06-27,2025-07-07,2025-06-28,Completed,4.2,third_rail
WO-0005933,AST-00790,Corrective,Medium,2025-06-27,2025-07-07,2025-06-28,Completed,5.4,cable
WO-0006019,AST-00896,Corrective,High,2025-06-27,2025-07-02,2025-06-28,Completed,5.2,third_rail
WO-0006084,AST-00974,Corrective,Medium,2025-06-27,2025-07-07,2025-06-29,Completed,7.3,third_rail
WO-0000960,AST-00246,Preventive,Medium,2025-06-28,2025-07-08,2025-07-02,Completed,5.3,third_rail
WO-0001126,AST-00289,Preventive,Medium,2025-06-28,2025-07-08,2025-06-28,Completed,3.9,cable
WO-0002058,AST-00530,Preventive,Medium,2025-06-28,2025-07-08,2025-06-28,Completed,5.8,breaker
WO-0002091,AST-00537,Preventive,Medium,2025-06-28,2025-07-08,2025-07-04,Completed,3.9,cable
WO-0003786,AST-00954,Preventive,Medium,2025-06-28,2025-07-08,2025-07-07,Completed,3.2,power
WO-0004434,AST-00315,Corrective,Medium,2025-06-28,2025-07-08,2025-07-05,Completed,8.9,breaker
WO-0004582,AST-00429,Corrective,Critical,2025-06-28,2025-06-30,2025-06-28,Completed,7.1,power
WO-0004804,AST-00584,Corrective,Medium,2025-06-28,2025-07-08,2025-07-01,Completed,3.6,breaker
WO-0005402,AST-00015,Corrective,Medium,2025-06-28,2025-07-08,2025-07-02,Completed,4.5,cable
WO-0005436,AST-00091,Corrective,High,2025-06-28,2025-07-03,2025-07-04,Completed,4.6,power
WO-0005452,AST-00101,Corrective,Medium,2025-06-28,2025-07-08,2025-06-29,Completed,7.4,third_rail
WO-0005459,AST-00114,Corrective,Medium,2025-06-28,2025-07-08,2025-06-28,Completed,3.8,cable
WO-0005478,AST-00139,Corrective,Medium,2025-06-28,2025-07-08,2025-06-30,Completed,7.6,third_rail
WO-0005621,AST-00305,Corrective,Medium,2025-06-28,2025-07-08,2025-06-30,Completed,6.9,third_rail
WO-0005672,AST-00400,Corrective,Medium,2025-06-28,2025-07-08,2025-07-03,Completed,9.2,cable
WO-0005855,AST-00692,Corrective,Medium,2025-06-28,2025-07-08,2025-07-02,Completed,4.2,third_rail
WO-0005872,AST-00709,Corrective,Medium,2025-06-28,2025-07-08,2025-06-29,Completed,9.8,cable
WO-0005903,AST-00754,Corrective,Medium,2025-06-28,2025-07-08,2025-06-28,Completed,6.5,cable
WO-0005921,AST-00778,Corrective,Medium,2025-06-28,2025-07-08,2025-07-05,Completed,7.0,power
WO-0005945,AST-00799,Corrective,Medium,2025-06-28,2025-07-08,2025-06-29,Completed,8.6,cable
WO-0005952,AST-00806,Corrective,Medium,2025-06-28,2025-07-08,2025-07-02,Completed,7.3,power
WO-0005970,AST-00837,Corrective,Medium,2025-06-28,2025-07-08,2025-07-02,Completed,8.6,third_rail
WO-0006063,AST-00939,Corrective,High,2025-06-28,2025-07-03,2025-07-02,Completed,2.7,third_rail
WO-0000767,AST-00196,Preventive,Medium,2025-06-29,2025-07-09,2025-06-30,Completed,4.8,power
WO-0001031,AST-00264,Preventive,Medium,2025-06-29,2025-07-09,2025-06-29,Completed,5.3,power
WO-0001054,AST-00270,Preventive,Medium,2025-06-29,2025-07-09,2025-07-02,Completed,5.9,power
WO-0001199,AST-00308,Preventive,Medium,2025-06-29,2025-07-09,2025-07-01,Completed,6.0,cable
WO-0002292,AST-00587,Preventive,Medium,2025-06-29,2025-07-09,2025-07-02,Completed,3.8,power
WO-0004058,AST-00054,Corrective,Medium,2025-06-29,2025-07-09,2025-06-30,Completed,8.5,cable
WO-0004906,AST-00670,Corrective,Critical,2025-06-29,2025-07-01,2025-07-05,Completed,5.8,cable
WO-0004976,AST-00713,Corrective,Medium,2025-06-29,2025-07-09,2025-06-30,Completed,7.5,third_rail
WO-0005419,AST-00061,Corrective,High,2025-06-29,2025-07-04,2025-06-30,Completed,10.5,cable
WO-0005508,AST-00164,Corrective,Medium,2025-06-29,2025-07-09,2025-06-30,Completed,6.0,power
WO-0005602,AST-00284,Corrective,High,2025-06-29,2025-07-04,2025-07-02,Completed,6.8,breaker
WO-0005614,AST-00296,Corrective,Medium,2025-06-29,2025-07-09,2025-07-03,Completed,4.0,third_rail
WO-0005632,AST-00344,Corrective,Medium,2025-06-29,2025-07-09,2025-07-02,Completed,2.7,cable
WO-0005642,AST-00361,Corrective,Medium,2025-06-29,2025-07-09,2025-07-01,Completed,4.7,third_rail
WO-0005702,AST-00464,Corrective,Medium,2025-06-29,2025-07-09,2025-07-03,Completed,5.2,breaker
WO-0005741,AST-00545,Corrective,Medium,2025-06-29,2025-07-09,2025-07-01,Completed,9.1,power
WO-0005767,AST-00573,Corrective,Medium,2025-06-29,2025-07-09,2025-07-01,Completed,7.5,cable
WO-0005770,AST-00579,Corrective,Medium,2025-06-29,2025-07-09,2025-07-03,Completed,7.0,third_rail
WO-0005793,AST-00617,Corrective,Medium,2025-06-29,2025-07-09,2025-07-01,Completed,6.1,cable
WO-0005823,AST-00649,Corrective,High,2025-06-29,2025-07-04,2025-06-30,Completed,2.0,cable
WO-0005829,AST-00653,Corrective,Medium,2025-06-29,2025-07-09,2025-07-04,Completed,5.0,cable
WO-0005853,AST-00690,Corrective,Medium,2025-06-29,2025-07-09,2025-06-29,Completed,8.4,cable
WO-0005879,AST-00713,Corrective,Medium,2025-06-29,2025-07-09,2025-07-02,Completed,5.4,third_rail
WO-0005926,AST-00782,Corrective,High,2025-06-29,2025-07-04,2025-07-02,Completed,7.8,third_rail
WO-0005954,AST-00809,Corrective,Medium,2025-06-29,2025-07-09,2025-06-29,Completed,4.4,cable
WO-0006023,AST-00898,Corrective,Medium,2025-06-29,2025-07-09,2025-07-02,Completed,8.7,breaker
WO-0006050,AST-00919,Corrective,Medium,2025-06-29,2025-07-09,2025-07-01,Completed,4.8,breaker
WO-0006078,AST-00956,Corrective,Medium,2025-06-29,2025-07-09,2025-07-02,Completed,6.6,third_rail
WO-0000434,AST-00112,Preventive,Medium,2025-06-30,2025-07-10,2025-07-02,Completed,5.3,breaker
WO-0000965,AST-00247,Preventive,Medium,2025-06-30,2025-07-10,2025-07-04,Completed,4.8,cable
WO-0001203,AST-00309,Preventive,Medium,2025-06-30,2025-07-10,2025-07-06,Completed,7.5,breaker
WO-0001722,AST-00439,Preventive,Medium,2025-06-30,2025-07-10,2025-07-03,Completed,4.1,cable
WO-0001893,AST-00484,Preventive,Medium,2025-06-30,2025-07-10,2025-06-30,Completed,1.6,breaker
WO-0002838,AST-00721,Preventive,Medium,2025-06-30,2025-07-10,2025-07-08,Completed,4.8,cable
WO-0003783,AST-00953,Preventive,Medium,2025-06-30,2025-07-10,2025-07-06,Completed,5.9,breaker
WO-0004333,AST-00235,Corrective,Medium,2025-06-30,2025-07-10,2025-07-02,Completed,5.2,third_rail
WO-0005241,AST-00888,Corrective,High,2025-06-30,2025-07-05,2025-07-02,Completed,3.3,power
WO-0000545,AST-00141,Preventive,Medium,2025-07-01,2025-07-11,2025-07-02,Completed,5.8,cable
WO-0001304,AST-00333,Preventive,Medium,2025-07-01,2025-07-11,2025-07-09,Completed,4.7,cable
WO-0001363,AST-00350,Preventive,Medium,2025-07-01,2025-07-11,2025-07-13,Completed,4.6,power
WO-0002870,AST-00730,Preventive,Medium,2025-07-01,2025-07-11,2025-07-04,Completed,5.4,cable
WO-0004064,AST-00058,Corrective,Medium,2025-07-01,2025-07-11,2025-07-02,Completed,5.6,cable
WO-0000340,AST-00086,Preventive,Medium,2025-07-02,2025-07-12,2025-07-09,Completed,3.3,power
WO-0000802,AST-00204,Preventive,Medium,2025-07-02,2025-07-12,2025-07-07,Completed,1.8,power
WO-0002729,AST-00695,Preventive,Medium,2025-07-02,2025-07-12,2025-07-05,Completed,5.3,third_rail
WO-0003240,AST-00824,Preventive,Medium,2025-07-02,2025-07-12,2025-07-04,Completed,2.8,cable
