asset_id,rank,driver,driver_points
AST-00156,2,Inspection decline,5.37
AST-00156,3,Maintenance interval,1.87
AST-00156,4,Condition deterioration,1.32
AST-00156,5,Recent incidents,0.0
AST-00157,1,Asset criticality,10.0
AST-00157,2,Recent incidents,5.0
AST-00157,3,Inspection decline,4.62
AST-00157,4,Maintenance interval,1.78
AST-00157,5,Condition deterioration,0.44
AST-00158,1,Maintenance interval,10.19
AST-00158,2,Inspection decline,4.58
AST-00158,3,Condition deterioration,2.58
AST-00158,4,Asset criticality,2.0
AST-00158,5,Recent incidents,0.0
AST-00159,1,Condition deterioration,14.14
AST-00159,2,Asset criticality,8.0
AST-00159,3,Inspection decline,3.41
AST-00159,4,Maintenance interval,0.59
AST-00159,5,Recent incidents,0.0
AST-00160,1,Maintenance interval,5.75
AST-00160,2,Asset criticality,4.0
AST-00160,3,Inspection decline,2.92
AST-00160,4,Condition deterioration,0.0
AST-00160,5,Recent incidents,0.0
AST-00161,1,Condition deterioration,13.2
AST-00161,2,Asset criticality,8.0
AST-00161,3,Maintenance interval,1.22
AST-00161,4,Inspection decline,0.19
AST-00161,5,Recent incidents,0.0
AST-00162,1,Maintenance interval,7.2
AST-00162,2,Inspection decline,6.44
AST-00162,3,Asset criticality,6.0
AST-00162,4,Condition deterioration,0.06
AST-00162,5,Recent incidents,0.0
AST-00163,1,Asset criticality,8.0
AST-00163,2,Inspection decline,5.41
AST-00163,3,Maintenance interval,4.41
AST-00163,4,Condition deterioration,0.0
AST-00163,5,Recent incidents,0.0
AST-00164,1,Asset criticality,8.0
AST-00164,2,Condition deterioration,6.35
AST-00164,3,Maintenance interval,3.12
AST-00164,4,Inspection decline,0.0
AST-00164,5,Recent incidents,0.0
AST-00165,1,Repeat-failure signal,12.0
AST-00165,2,Condition deterioration,11.69
AST-00165,3,Recent incidents,10.0
AST-00165,4,Asset criticality,6.0
AST-00165,5,Maintenance interval,1.25
AST-00166,1,Condition deterioration,11.31
AST-00166,2,Asset criticality,8.0
AST-00166,3,Maintenance interval,2.99
AST-00166,4,Inspection decline,2.59
AST-00166,5,Recent incidents,0.0
AST-00167,1,Maintenance interval,11.21
AST-00167,2,Inspection decline,5.13
AST-00167,3,Asset criticality,2.0
AST-00167,4,Condition deterioration,0.0
AST-00167,5,Recent incidents,0.0
AST-00168,1,Asset criticality,10.0
AST-00168,2,Maintenance interval,4.5
AST-00168,3,Condition deterioration,2.89
AST-00168,4,Inspection decline,2.87
AST-00168,5,Recent incidents,0.0
AST-00169,1,Repeat-failure signal,12.0
AST-00169,2,Condition deterioration,10.25
AST-00169,3,Recent incidents,10.0
AST-00169,4,Asset criticality,8.0
AST-00169,5,Maintenance interval,0.82
AST-00170,1,Condition deterioration,8.55
AST-00170,2,Asset criticality,8.0
AST-00170,3,Maintenance interval,1.28
AST-00170,4,Inspection decline,0.0
AST-00170,5,Recent incidents,0.0
AST-00171,1,Maintenance interval,9.93
AST-00171,2,Inspection decline,5.21
AST-00171,3,Asset criticality,4.0
AST-00171,4,Condition deterioration,0.0
AST-00171,5,Recent incidents,0.0
AST-00172,1,Condition deterioration,10.62
AST-00172,2,Asset criticality,4.0
AST-00172,3,Maintenance interval,1.22
AST-00172,4,Inspection decline,0.56
AST-00172,5,Recent incidents,0.0
AST-00173,1,Condition deterioration,10.37
AST-00173,2,Asset criticality,6.0
AST-00173,3,Maintenance interval,4.24
AST-00173,4,Inspection decline,2.82
AST-00173,5,Recent incidents,0.0
AST-00174,1,Condition deterioration,6.79
AST-00174,2,Asset criticality,6.0
AST-00174,3,Maintenance interval,4.44
AST-00174,4,Inspection decline,2.2
AST-00174,5,Recent incidents,0.0
AST-00175,1,Asset criticality,6.0
AST-00175,2,Inspection decline,3.6
AST-00175,3,Maintenance interval,3.09
AST-00175,4,Condition deterioration,0.0
AST-00175,5,Recent incidents,0.0
AST-00176,1,Asset criticality,8.0
AST-00176,2,Maintenance interval,5.72
AST-00176,3,Inspection decline,1.24
AST-00176,4,Condition deterioration,0.0
AST-00176,5,Recent incidents,0.0
AST-00177,1,Maintenance interval,7.5
AST-00177,2,Inspection decline,3.68
AST-00177,3,Asset criticality,2.0
AST-00177,4,Condition deterioration,0.0
AST-00177,5,Recent incidents,0.0
AST-00178,1,Asset criticality,8.0
AST-00178,2,Maintenance interval,3.48
AST-00178,3,Condition deterioration,0.0
AST-00178,4,Inspection decline,0.0
AST-00178,5,Recent incidents,0.0
AST-00179,1,Asset criticality,6.0
AST-00179,2,Maintenance interval,4.18
AST-00179,3,Inspection decline,0.42
AST-00179,4,Condition deterioration,0.0
AST-00179,5,Recent incidents,0.0
AST-00180,1,Asset criticality,6.0
AST-00180,2,Condition deterioration,4.21
AST-00180,3,Maintenance interval,4.18
AST-00180,4,Inspection decline,3.5
AST-00180,5,Recent incidents,0.0
AST-00181,1,Maintenance interval,10.65
AST-00181,2,Inspection decline,8.05
AST-00181,3,Condition deterioration,5.91
AST-00181,4,Asset criticality,4.0
AST-00181,5,Recent incidents,0.0
AST-00182,1,Asset criticality,8.0
AST-00182,2,Recent incidents,5.0
AST-00182,3,Maintenance interval,4.87
AST-00182,4,Inspection decline,1.08
AST-00182,5,Condition deterioration,0.0
AST-00155,1,Condition deterioration,16.78
AST-00155,2,Maintenance interval,8.75
AST-00155,3,Asset criticality,6.0
AST-00155,4,Inspection decline,3.22
AST-00155,5,Recent incidents,0.0
AST-00183,1,Condition deterioration,11.69
AST-00183,2,Inspection decline,5.67
AST-00183,3,Asset criticality,2.0
AST-00183,4,Maintenance interval,1.12
AST-00183,5,Recent incidents,0.0
AST-00154,1,Maintenance interval,7.76
AST-00154,2,Asset criticality,6.0
AST-00154,3,Inspection decline,0.14
AST-00154,4,Condition deterioration,0.0
AST-00154,5,Recent incidents,0.0
AST-00152,1,Asset criticality,6.0
AST-00152,2,Inspection decline,3.59
AST-00152,3,Maintenance interval,2.7
AST-00152,4,Condition deterioration,0.0
AST-00152,5,Recent incidents,0.0
AST-00125,1,Asset criticality,6.0
AST-00125,2,Condition deterioration,4.71
AST-00125,3,Inspection decline,2.08
AST-00125,4,Maintenance interval,0.03
AST-00125,5,Recent incidents,0.0
AST-00126,1,Maintenance interval,7.04
AST-00126,2,Asset criticality,4.0
AST-00126,3,Inspection decline,3.55
AST-00126,4,Condition deterioration,0.0
AST-00126,5,Recent incidents,0.0
AST-00127,1,Maintenance interval,3.22
AST-00127,2,Asset criticality,2.0
AST-00127,3,Condition deterioration,0.0
AST-00127,4,Inspection decline,0.0
AST-00127,5,Recent incidents,0.0
AST-00128,1,Asset criticality,8.0
AST-00128,2,Recent incidents,5.0
AST-00128,3,Maintenance interval,1.41
AST-00128,4,Inspection decline,0.82
AST-00128,5,Condition deterioration,0.0
AST-00129,1,Maintenance interval,6.44
AST-00129,2,Inspection decline,6.4
AST-00129,3,Asset criticality,4.0
AST-00129,4,Condition deterioration,0.0
AST-00129,5,Recent incidents,0.0
AST-00130,1,Maintenance interval,7.63
AST-00130,2,Asset criticality,6.0
AST-00130,3,Inspection decline,1.19
AST-00130,4,Condition deterioration,0.0
AST-00130,5,Recent incidents,0.0
AST-00131,1,Condition deterioration,10.31
AST-00131,2,Asset criticality,4.0
AST-00131,3,Inspection decline,3.17
AST-00131,4,Maintenance interval,1.08
AST-00131,5,Recent incidents,0.0
AST-00132,1,Asset criticality,4.0
AST-00132,2,Condition deterioration,3.52
AST-00132,3,Maintenance interval,3.09
AST-00132,4,Inspection decline,1.14
AST-00132,5,Recent incidents,0.0
AST-00133,1,Asset criticality,6.0
AST-00133,2,Inspection decline,4.3
AST-00133,3,Maintenance interval,0.95
AST-00133,4,Condition deterioration,0.0
AST-00133,5,Recent incidents,0.0
AST-00134,1,Maintenance interval,7.86
AST-00134,2,Asset criticality,4.0
AST-00134,3,Condition deterioration,0.0
AST-00134,4,Inspection decline,0.0
AST-00134,5,Recent incidents,0.0
AST-00135,1,Asset criticality,8.0
AST-00135,2,Maintenance interval,5.13
AST-00135,3,Condition deterioration,1.95
AST-00135,4,Inspection decline,0.0
AST-00135,5,Recent incidents,0.0
AST-00136,1,Asset criticality,8.0
AST-00136,2,Maintenance interval,6.84
AST-00136,3,Condition deterioration,2.39
AST-00136,4,Inspection decline,0.0
AST-00136,5,Recent incidents,0.0
AST-00137,1,Asset criticality,8.0
AST-00137,2,Maintenance interval,4.67
AST-00137,3,Condition deterioration,0.0
AST-00137,4,Inspection decline,0.0
AST-00137,5,Recent incidents,0.0
AST-00138,1,Asset criticality,6.0
AST-00138,2,Inspection decline,4.58
AST-00138,3,Maintenance interval,4.24
AST-00138,4,Condition deterioration,0.0
AST-00138,5,Recent incidents,0.0
AST-00139,1,Asset criticality,10.0
AST-00139,2,Condition deterioration,4.97
AST-00139,3,Maintenance interval,1.87
AST-00139,4,Inspection decline,0.56
AST-00139,5,Recent incidents,0.0
AST-00140,1,Asset criticality,4.0
AST-00140,2,Maintenance interval,2.04
AST-00140,3,Inspection decline,0.63
AST-00140,4,Condition deterioration,0.0
AST-00140,5,Recent incidents,0.0
AST-00141,1,Condition deterioration,7.54
AST-00141,2,Asset criticality,6.0
AST-00141,3,Recent incidents,5.0
AST-00141,4,Inspection decline,4.11
AST-00141,5,Maintenance interval,0.2
AST-00142,1,Asset criticality,8.0
AST-00142,2,Maintenance interval,3.62
AST-00142,3,Condition deterioration,3.52
AST-00142,4,Inspection decline,0.0
AST-00142,5,Recent incidents,0.0
AST-00143,1,Condition deterioration,8.23
AST-00143,2,Asset criticality,8.0
AST-00143,3,Recent incidents,5.0
AST-00143,4,Maintenance interval,1.05
AST-00143,5,Inspection decline,0.0
AST-00144,1,Recent incidents,5.0
AST-00144,2,Asset criticality,4.0
AST-00144,3,Maintenance interval,2.4
AST-00144,4,Inspection decline,1.01
AST-00144,5,Condition deterioration,0.0
AST-00145,1,Maintenance interval,8.32
AST-00145,2,Asset criticality,6.0
AST-00145,3,Inspection decline,4.83
AST-00145,4,Condition deterioration,0.0
AST-00145,5,Recent incidents,0.0
AST-00146,1,Asset criticality,10.0
AST-00146,2,Recent incidents,5.0
AST-00146,3,Inspection decline,4.34
AST-00146,4,Condition deterioration,3.52
AST-00146,5,Maintenance interval,1.58
AST-00147,1,Asset criticality,8.0
AST-00147,2,Recent incidents,5.0
AST-00147,3,Maintenance interval,1.05
AST-00147,4,Condition deterioration,0.0
AST-00147,5,Inspection decline,0.0
AST-00148,1,Condition deterioration,13.07
AST-00148,2,Inspection decline,6.49
AST-00148,3,Asset criticality,6.0
AST-00148,4,Maintenance interval,4.24
AST-00148,5,Recent incidents,0.0
AST-00149,1,Condition deterioration,8.3
AST-00149,2,Asset criticality,6.0
AST-00149,3,Maintenance interval,5.59
AST-00149,4,Inspection decline,4.18
AST-00149,5,Recent incidents,0.0
AST-00150,1,Condition deterioration,14.21
AST-00150,2,Asset criticality,6.0
AST-00150,3,Inspection decline,5.69
AST-00150,4,Recent incidents,5.0
AST-00150,5,Maintenance interval,4.21
AST-00151,1,Asset criticality,6.0
AST-00151,2,Maintenance interval,4.5
AST-00151,3,Condition deterioration,2.07
AST-00151,4,Inspection decline,0.0
AST-00151,5,Recent incidents,0.0
AST-00153,1,Condition deterioration,10.06
AST-00153,2,Asset criticality,6.0
AST-00153,3,Maintenance interval,4.11
AST-00153,4,Inspection decline,0.0
AST-00153,5,Recent incidents,0.0
AST-00184,1,Asset criticality,8.0
AST-00184,2,Maintenance interval,5.98
AST-00184,3,Condition deterioration,3.39
AST-00184,4,Inspection decline,0.0
AST-00184,5,Recent incidents,0.0
AST-00185,1,Maintenance interval,12.0
AST-00185,2,Asset criticality,4.0
AST-00185,3,Inspection decline,0.72
AST-00185,4,Condition deterioration,0.0
AST-00185,5,Recent incidents,0.0
AST-00186,1,Asset criticality,6.0
AST-00186,2,Maintenance interval,2.5
AST-00186,3,Inspection decline,0.63
AST-00186,4,Condition deterioration,0.0
AST-00186,5,Recent incidents,0.0
AST-00219,1,Recent incidents,5.0
AST-00219,2,Asset criticality,4.0
AST-00219,3,Maintenance interval,3.39
AST-00219,4,Condition deterioration,0.0
AST-00219,5,Inspection decline,0.0
AST-00220,1,Asset criticality,6.0
AST-00220,2,Maintenance interval,5.82
AST-00220,3,Recent incidents,5.0
AST-00220,4,Inspection decline,3.99
AST-00220,5,Condition deterioration,0.0
AST-00221,1,Maintenance interval,7.89
AST-00221,2,Asset criticality,4.0
AST-00221,3,Condition deterioration,1.82
AST-00221,4,Inspection decline,0.23
AST-00221,5,Recent incidents,0.0
AST-00222,1,Maintenance interval,11.31
AST-00222,2,Asset criticality,4.0
AST-00222,3,Inspection decline,0.4
AST-00222,4,Condition deterioration,0.0
AST-00222,5,Recent incidents,0.0
AST-00223,1,Maintenance interval,6.28
AST-00223,2,Asset criticality,6.0
AST-00223,3,Inspection decline,1.38
AST-00223,4,Condition deterioration,0.0
AST-00223,5,Recent incidents,0.0
AST-00224,1,Asset criticality,8.0
AST-00224,2,Maintenance interval,3.35
AST-00224,3,Condition deterioration,0.0
AST-00224,4,Inspection decline,0.0
AST-00224,5,Recent incidents,0.0
AST-00225,1,Asset criticality,6.0
AST-00225,2,Recent incidents,5.0
AST-00225,3,Maintenance interval,3.58
AST-00225,4,Condition deterioration,0.0
AST-00225,5,Inspection decline,0.0
AST-00226,1,Asset criticality,8.0
AST-00226,2,Recent incidents,5.0
AST-00226,3,Inspection decline,1.8
AST-00226,4,Maintenance interval,1.51
AST-00226,5,Condition deterioration,0.0
AST-00227,1,Condition deterioration,21.06
AST-00227,2,Asset criticality,6.0
AST-00227,3,Inspection decline,2.96
AST-00227,4,Maintenance interval,1.02
AST-00227,5,Recent incidents,0.0
AST-00228,1,Condition deterioration,9.81
AST-00228,2,Asset criticality,6.0
AST-00228,3,Recent incidents,5.0
AST-00228,4,Maintenance interval,2.47
AST-00228,5,Inspection decline,0.51
AST-00229,1,Maintenance interval,6.31
AST-00229,2,Asset criticality,6.0
AST-00229,3,Condition deterioration,0.0
AST-00229,4,Inspection decline,0.0
AST-00229,5,Recent incidents,0.0
AST-00230,1,Condition deterioration,19.93
AST-00230,2,Asset criticality,8.0
AST-00230,3,Recent incidents,5.0
AST-00230,4,Maintenance interval,3.65
AST-00230,5,Inspection decline,0.0
AST-00231,1,Maintenance interval,8.84
AST-00231,2,Asset criticality,6.0
AST-00231,3,Condition deterioration,5.78
AST-00231,4,Inspection decline,0.0
AST-00231,5,Recent incidents,0.0
AST-00232,1,Maintenance interval,7.36
AST-00232,2,Asset criticality,4.0
AST-00232,3,Inspection decline,2.1
AST-00232,4,Condition deterioration,0.0
AST-00232,5,Recent incidents,0.0
AST-00233,1,Condition deterioration,12.51
AST-00233,2,Inspection decline,4.69
AST-00233,3,Asset criticality,4.0
AST-00233,4,Maintenance interval,0.72
AST-00233,5,Recent incidents,0.0
AST-00234,1,Asset criticality,6.0
AST-00234,2,Maintenance interval,2.37
AST-00234,3,Inspection decline,0.3
AST-00234,4,Condition deterioration,0.0
AST-00234,5,Recent incidents,0.0
AST-00235,1,Asset criticality,4.0
AST-00235,2,Maintenance interval,0.89
AST-00235,3,Condition deterioration,0.0
AST-00235,4,Inspection decline,0.0
AST-00235,5,Recent incidents,0.0
AST-00236,1,Asset criticality,8.0
AST-00236,2,Condition deterioration,1.7
AST-00236,3,Maintenance interval,0.36
AST-00236,4,Inspection decline,0.0
AST-00236,5,Recent incidents,0.0
AST-00237,1,Maintenance interval,8.65
AST-00237,2,Asset criticality,6.0
AST-00237,3,Recent incidents,5.0
AST-00237,4,Inspection decline,0.26
AST-00237,5,Condition deterioration,0.0
AST-00238,1,Asset criticality,10.0
AST-00238,2,Recent incidents,5.0
AST-00238,3,Maintenance interval,1.94
AST-00238,4,Condition deterioration,0.0
AST-00238,5,Inspection decline,0.0
AST-00239,1,Maintenance interval,8.15
AST-00239,2,Inspection decline,3.06
AST-00239,3,Asset criticality,2.0
AST-00239,4,Condition deterioration,0.0
AST-00239,5,Recent incidents,0.0
AST-00240,1,Condition deterioration,15.9
AST-00240,2,Repeat-failure signal,12.0
AST-00240,3,Recent incidents,10.0
AST-00240,4,Asset criticality,6.0
AST-00240,5,Maintenance interval,4.18
AST-00241,1,Maintenance interval,6.35
AST-00241,2,Recent incidents,5.0
AST-00241,3,Asset criticality,4.0
AST-00241,4,Inspection decline,2.64
AST-00241,5,Condition deterioration,0.0
AST-00242,1,Condition deterioration,8.49
AST-00242,2,Asset criticality,6.0
AST-00242,3,Maintenance interval,3.78
AST-00242,4,Inspection decline,1.8
AST-00242,5,Recent incidents,0.0
AST-00243,1,Asset criticality,6.0
AST-00243,2,Inspection decline,2.76
AST-00243,3,Maintenance interval,2.01
AST-00243,4,Condition deterioration,0.0
AST-00243,5,Recent incidents,0.0
AST-00244,1,Inspection decline,4.57
AST-00244,2,Maintenance interval,3.12
AST-00244,3,Asset criticality,2.0
AST-00244,4,Condition deterioration,0.0
AST-00244,5,Recent incidents,0.0
AST-00245,1,Condition deterioration,6.29
AST-00245,2,Asset criticality,6.0
AST-00245,3,Inspection decline,2.28
AST-00245,4,Maintenance interval,1.22
AST-00245,5,Recent incidents,0.0
AST-00218,1,Condition deterioration,8.74
AST-00218,2,Asset criticality,8.0
AST-00218,3,Maintenance interval,2.93
AST-00218,4,Inspection decline,2.22
AST-00218,5,Recent incidents,0.0
AST-00217,1,Asset criticality,8.0
AST-00217,2,Maintenance interval,0.3
AST-00217,3,Condition deterioration,0.0
AST-00217,4,Inspection decline,0.0
AST-00217,5,Recent incidents,0.0
AST-00216,1,Repeat-failure signal,12.0
AST-00216,2,Recent incidents,10.0
AST-00216,3,Asset criticality,4.0
AST-00216,4,Maintenance interval,1.25
AST-00216,5,Condition deterioration,0.0
AST-00215,1,Maintenance interval,9.04
AST-00215,2,Asset criticality,6.0
AST-00215,3,Condition deterioration,0.0
AST-00215,4,Inspection decline,0.0
AST-00215,5,Recent incidents,0.0
AST-00187,1,Asset criticality,6.0
AST-00187,2,Recent incidents,5.0
AST-00187,3,Maintenance interval,4.83
AST-00187,4,Condition deterioration,0.0
AST-00187,5,Inspection decline,0.0
AST-00188,1,Asset criticality,8.0
AST-00188,2,Inspection decline,3.64
AST-00188,3,Maintenance interval,3.06
AST-00188,4,Condition deterioration,0.0
AST-00188,5,Recent incidents,0.0
AST-00189,1,Asset criticality,6.0
AST-00189,2,Recent incidents,5.0
AST-00189,3,Maintenance interval,0.95
AST-00189,4,Condition deterioration,0.0
AST-00189,5,Inspection decline,0.0
AST-00190,1,Asset criticality,6.0
AST-00190,2,Maintenance interval,0.07
AST-00190,3,Condition deterioration,0.0
AST-00190,4,Inspection decline,0.0
AST-00190,5,Recent incidents,0.0
AST-00191,1,Asset criticality,6.0
AST-00191,2,Recent incidents,5.0
AST-00191,3,Maintenance interval,2.43
AST-00191,4,Condition deterioration,0.0
AST-00191,5,Inspection decline,0.0
AST-00192,1,Condition deterioration,8.11
AST-00192,2,Asset criticality,8.0
AST-00192,3,Inspection decline,1.87
AST-00192,4,Maintenance interval,1.35
AST-00192,5,Recent incidents,0.0
AST-00193,1,Asset criticality,8.0
AST-00193,2,Maintenance interval,3.22
AST-00193,3,Inspection decline,1.07
AST-00193,4,Condition deterioration,0.0
AST-00193,5,Recent incidents,0.0
AST-00194,1,Asset criticality,6.0
AST-00194,2,Maintenance interval,2.43
AST-00194,3,Inspection decline,0.81
AST-00194,4,Condition deterioration,0.0
AST-00194,5,Recent incidents,0.0
AST-00195,1,Maintenance interval,6.21
AST-00195,2,Asset criticality,6.0
AST-00195,3,Recent incidents,5.0
AST-00195,4,Condition deterioration,4.09
AST-00195,5,Inspection decline,0.0
AST-00196,1,Condition deterioration,13.14
AST-00196,2,Maintenance interval,12.0
AST-00196,3,Asset criticality,4.0
AST-00196,4,Inspection decline,2.1
AST-00196,5,Recent incidents,0.0
AST-00197,1,Asset criticality,8.0
AST-00197,2,Maintenance interval,5.36
AST-00197,3,Inspection decline,0.93
AST-00197,4,Condition deterioration,0.0
AST-00197,5,Recent incidents,0.0
AST-00198,1,Condition deterioration,13.45
AST-00198,2,Inspection decline,4.64
AST-00198,3,Asset criticality,2.0
AST-00198,4,Maintenance interval,1.32
AST-00198,5,Recent incidents,0.0
AST-00199,1,Recent incidents,15.0
AST-00199,2,Repeat-failure signal,12.0
AST-00199,3,Asset criticality,8.0
AST-00199,4,Maintenance interval,0.56
AST-00199,5,Condition deterioration,0.0
AST-00124,1,Maintenance interval,10.19
AST-00124,2,Asset criticality,4.0
AST-00124,3,Inspection decline,2.17
AST-00124,4,Condition deterioration,1.95
AST-00124,5,Recent incidents,0.0
AST-00200,1,Asset criticality,6.0
AST-00200,2,Inspection decline,4.71
AST-00200,3,Maintenance interval,2.14
AST-00200,4,Condition deterioration,0.0
AST-00200,5,Recent incidents,0.0
AST-00202,1,Maintenance interval,6.25
AST-00202,2,Asset criticality,4.0
AST-00202,3,Condition deterioration,0.0
AST-00202,4,Inspection decline,0.0
AST-00202,5,Recent incidents,0.0
AST-00203,1,Asset criticality,6.0
AST-00203,2,Inspection decline,4.78
AST-00203,3,Maintenance interval,3.98
AST-00203,4,Condition deterioration,0.0
AST-00203,5,Recent incidents,0.0
AST-00204,1,Asset criticality,10.0
AST-00204,2,Maintenance interval,6.15
AST-00204,3,Inspection decline,1.64
AST-00204,4,Condition deterioration,0.0
AST-00204,5,Recent incidents,0.0
AST-00205,1,Asset criticality,8.0
AST-00205,2,Recent incidents,5.0
AST-00205,3,Maintenance interval,4.96
AST-00205,4,Condition deterioration,0.0
AST-00205,5,Inspection decline,0.0
AST-00206,1,Condition deterioration,6.85
AST-00206,2,Asset criticality,6.0
AST-00206,3,Recent incidents,5.0
AST-00206,4,Maintenance interval,4.83
AST-00206,5,Inspection decline,2.36
AST-00207,1,Maintenance interval,7.43
AST-00207,2,Asset criticality,6.0
AST-00207,3,Condition deterioration,0.0
AST-00207,4,Inspection decline,0.0
AST-00207,5,Recent incidents,0.0
AST-00208,1,Condition deterioration,10.56
AST-00208,2,Asset criticality,6.0
AST-00208,3,Recent incidents,5.0
AST-00208,4,Maintenance interval,4.96
AST-00208,5,Inspection decline,2.26
AST-00209,1,Maintenance interval,7.5
AST-00209,2,Asset criticality,6.0
AST-00209,3,Inspection decline,3.32
AST-00209,4,Condition deterioration,0.0
AST-00209,5,Recent incidents,0.0
AST-00210,1,Asset criticality,6.0
AST-00210,2,Recent incidents,5.0
AST-00210,3,Maintenance interval,1.74
AST-00210,4,Condition deterioration,0.0
AST-00210,5,Inspection decline,0.0
AST-00211,1,Maintenance interval,7.56
AST-00211,2,Asset criticality,6.0
AST-00211,3,Inspection decline,4.32
AST-00211,4,Condition deterioration,2.95
AST-00211,5,Recent incidents,0.0
AST-00212,1,Maintenance interval,8.45
AST-00212,2,Asset criticality,4.0
AST-00212,3,Inspection decline,1.71
AST-00212,4,Condition deterioration,0.0
AST-00212,5,Recent incidents,0.0
AST-00213,1,Condition deterioration,6.85
AST-00213,2,Asset criticality,6.0
AST-00213,3,Inspection decline,2.85
AST-00213,4,Maintenance interval,1.22
AST-00213,5,Recent incidents,0.0
AST-00214,1,Repeat-failure signal,12.0
AST-00214,2,Recent incidents,10.0
AST-00214,3,Asset criticality,8.0
AST-00214,4,Inspection decline,5.11
AST-00214,5,Open critical work,5.0
AST-00201,1,Asset criticality,10.0
AST-00201,2,Inspection decline,5.67
AST-00201,3,Maintenance interval,4.57
AST-00201,4,Condition deterioration,2.14
AST-00201,5,Recent incidents,0.0
AST-00246,1,Asset criticality,10.0
AST-00246,2,Condition deterioration,5.66
AST-00246,3,Inspection decline,1.47
AST-00246,4,Maintenance interval,1.08
AST-00246,5,Recent incidents,0.0
AST-00123,1,Asset criticality,8.0
AST-00123,2,Recent incidents,5.0
AST-00123,3,Maintenance interval,2.7
AST-00123,4,Condition deterioration,1.13
AST-00123,5,Inspection decline,0.0
AST-00121,1,Condition deterioration,10.87
AST-00121,2,Asset criticality,8.0
AST-00121,3,Maintenance interval,3.45
AST-00121,4,Inspection decline,0.63
AST-00121,5,Recent incidents,0.0
AST-00031,1,Asset criticality,6.0
AST-00031,2,Maintenance interval,1.38
AST-00031,3,Inspection decline,1.14
AST-00031,4,Condition deterioration,0.0
AST-00031,5,Recent incidents,0.0
AST-00032,1,Asset criticality,6.0
AST-00032,2,Maintenance interval,5.88
AST-00032,3,Condition deterioration,0.0
AST-00032,4,Inspection decline,0.0
AST-00032,5,Recent incidents,0.0
AST-00033,1,Asset criticality,6.0
AST-00033,2,Maintenance interval,4.5
AST-00033,3,Condition deterioration,0.0
AST-00033,4,Inspection decline,0.0
AST-00033,5,Recent incidents,0.0
AST-00034,1,Maintenance interval,5.88
AST-00034,2,Condition deterioration,4.71
AST-00034,3,Asset criticality,4.0
AST-00034,4,Inspection decline,0.0
AST-00034,5,Recent incidents,0.0
AST-00035,1,Condition deterioration,9.18
AST-00035,2,Asset criticality,6.0
AST-00035,3,Inspection decline,5.25
AST-00035,4,Maintenance interval,4.04
AST-00035,5,Recent incidents,0.0
AST-00036,1,Maintenance interval,11.8
AST-00036,2,Asset criticality,4.0
AST-00036,3,Inspection decline,0.02
AST-00036,4,Condition deterioration,0.0
AST-00036,5,Recent incidents,0.0
AST-00037,1,Repeat-failure signal,12.0
AST-00037,2,Recent incidents,10.0
AST-00037,3,Asset criticality,8.0
AST-00037,4,Inspection decline,2.31
AST-00037,5,Condition deterioration,2.2
AST-00038,1,Asset criticality,4.0
AST-00038,2,Maintenance interval,0.76
AST-00038,3,Condition deterioration,0.0
AST-00038,4,Inspection decline,0.0
AST-00038,5,Recent incidents,0.0
AST-00039,1,Condition deterioration,9.99
AST-00039,2,Asset criticality,8.0
AST-00039,3,Recent incidents,5.0
AST-00039,4,Maintenance interval,0.72
AST-00039,5,Inspection decline,0.0
AST-00040,1,Maintenance interval,12.0
AST-00040,2,Inspection decline,4.67
AST-00040,3,Asset criticality,4.0
AST-00040,4,Condition deterioration,0.0
AST-00040,5,Recent incidents,0.0
AST-00041,1,Maintenance interval,9.73
AST-00041,2,Asset criticality,6.0
AST-00041,3,Inspection decline,2.29
AST-00041,4,Condition deterioration,0.0
AST-00041,5,Recent incidents,0.0
AST-00042,1,Asset criticality,6.0
AST-00042,2,Recent incidents,5.0
AST-00042,3,Condition deterioration,3.08
AST-00042,4,Maintenance interval,0.66
AST-00042,5,Inspection decline,0.07
AST-00043,1,Asset criticality,10.0
AST-00043,2,Maintenance interval,4.21
AST-00043,3,Inspection decline,0.07
AST-00043,4,Condition deterioration,0.0
AST-00043,5,Recent incidents,0.0
AST-00044,1,Asset criticality,8.0
AST-00044,2,Maintenance interval,0.46
AST-00044,3,Condition deterioration,0.0
AST-00044,4,Inspection decline,0.0
AST-00044,5,Recent incidents,0.0
AST-00045,1,Asset criticality,6.0
AST-00045,2,Maintenance interval,4.14
AST-00045,3,Inspection decline,0.16
AST-00045,4,Condition deterioration,0.0
AST-00045,5,Recent incidents,0.0
AST-00046,1,Condition deterioration,8.99
AST-00046,2,Asset criticality,8.0
AST-00046,3,Maintenance interval,5.26
AST-00046,4,Inspection decline,4.71
AST-00046,5,Recent incidents,0.0
AST-00047,1,Inspection decline,7.4
AST-00047,2,Maintenance interval,2.76
AST-00047,3,Asset criticality,2.0
AST-00047,4,Condition deterioration,0.0
AST-00047,5,Recent incidents,0.0
AST-00048,1,Asset criticality,6.0
AST-00048,2,Inspection decline,2.57
AST-00048,3,Maintenance interval,0.43
AST-00048,4,Condition deterioration,0.19
AST-00048,5,Recent incidents,0.0
AST-00049,1,Asset criticality,10.0
AST-00049,2,Maintenance interval,2.7
AST-00049,3,Inspection decline,0.03
AST-00049,4,Condition deterioration,0.0
AST-00049,5,Recent incidents,0.0
